product_offer_reference,concrete_sku,product.value_10,merchant_sku,is_active,approval_status,product.attribute_key_73,product.value_73,product.attribute_key_74,product.value_74,product.attribute_key_75,product.value_75
offer147,14824_A289356,MER000002,MER000002-28,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26507820983&a=333885&m=14824,displayed_price,5.00
offer148,14824_A289393,MER000002,MER000002-29,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26507820983&a=333885&m=14824,displayed_price,5.00
offer149,14824_A289400,MER000002,MER000002-30,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26641190315&a=333885&m=14824,displayed_price,5.00
offer150,14824_A289442,MER000002,MER000002-31,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26641190315&a=333885&m=14824,displayed_price,5.00
offer151,14824_A290659,MER000002,MER000002-32,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26641190517&a=333885&m=14824,displayed_price,5.00
offer152,14824_A290630,MER000002,MER000002-33,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26641190517&a=333885&m=14824,displayed_price,5.00
offer153,14824_A290646,MER000002,MER000002-34,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26641190817&a=333885&m=14824,displayed_price,5.00
offer154,14824_A293097,MER000002,MER000002-35,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26641190817&a=333885&m=14824,displayed_price,5.00
offer155,14824_A293084,MER000002,MER000002-36,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26641191147&a=333885&m=14824,displayed_price,5.00
offer156,14824_A293123,MER000002,MER000002-37,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26641191147&a=333885&m=14824,displayed_price,5.00
offer157,14824_A293169,MER000002,MER000002-38,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26641191175&a=333885&m=14824,displayed_price,5.00
offer158,14824_A293167,MER000002,MER000002-39,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26641191175&a=333885&m=14824,displayed_price,5.00
offer159,14824_A293173,MER000002,MER000002-40,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26671457605&a=333885&m=14824,displayed_price,5.00
offer160,14824_A293172,MER000002,MER000002-41,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26671457605&a=333885&m=14824,displayed_price,5.00
offer161,14824_A293171,MER000002,MER000002-42,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26777338419&a=333885&m=14824,displayed_price,5.00
offer162,14824_A293161,MER000002,MER000002-43,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26777338419&a=333885&m=14824,displayed_price,5.00
offer163,14824_A293175,MER000002,MER000002-44,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27108876283&a=333885&m=14824,displayed_price,5.00
offer164,14824_A289384,MER000002,MER000002-45,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27108876283&a=333885&m=14824,displayed_price,5.00
offer165,14824_A292463,MER000002,MER000002-46,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27188942723&a=333885&m=14824,displayed_price,5.00
offer166,14824_A292477,MER000002,MER000002-47,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27188942723&a=333885&m=14824,displayed_price,5.00
offer167,14824_A292440,MER000002,MER000002-48,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27188943379&a=333885&m=14824,displayed_price,5.00
offer168,14824_A292454,MER000002,MER000002-49,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27188943379&a=333885&m=14824,displayed_price,5.00
offer169,14824_A289536,MER000002,MER000002-50,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27232494421&a=333885&m=14824,displayed_price,5.00
offer170,14824_A292452,MER000002,MER000002-51,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27232494421&a=333885&m=14824,displayed_price,5.00
offer171,14824_A292464,MER000002,MER000002-52,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27447568287&a=333885&m=14824,displayed_price,5.00
offer172,14824_A292436,MER000002,MER000002-53,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27447568287&a=333885&m=14824,displayed_price,5.00
offer173,14824_A292445,MER000002,MER000002-54,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27508375383&a=333885&m=14824,displayed_price,5.00
offer174,14824_A289529,MER000002,MER000002-55,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27508375383&a=333885&m=14824,displayed_price,5.00
offer175,14824_A289385,MER000002,MER000002-56,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27508375423&a=333885&m=14824,displayed_price,5.00
offer176,14824_A290666,MER000002,MER000002-57,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27508375423&a=333885&m=14824,displayed_price,5.00
offer177,14824_A284037,MER000002,MER000002-58,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27508375431&a=333885&m=14824,displayed_price,5.00
offer178,14824_A292487,MER000002,MER000002-59,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27508375431&a=333885&m=14824,displayed_price,5.00
offer179,14824_A290655,MER000002,MER000002-60,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27508375829&a=333885&m=14824,displayed_price,5.00
offer180,14824_A293085,MER000002,MER000002-61,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27508375829&a=333885&m=14824,displayed_price,5.00
offer181,14824_A265440,MER000002,MER000002-62,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27508375831&a=333885&m=14824,displayed_price,5.00
offer182,14824_A284002,MER000002,MER000002-63,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27508375831&a=333885&m=14824,displayed_price,5.00
offer226,14824_A295382,MER000002,MER000002-107,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27731558801&a=333885&m=14824,displayed_price,5.00
offer227,14824_A295392,MER000002,MER000002-108,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27731558801&a=333885&m=14824,displayed_price,5.00
offer228,14824_A299574,MER000002,MER000002-109,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598260675&a=333885&m=14824,displayed_price,5.00
offer229,14824_A042121,MER000002,MER000002-110,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598260675&a=333885&m=14824,displayed_price,5.00
offer230,14824_A050602,MER000002,MER000002-111,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598280013&a=333885&m=14824,displayed_price,5.00
offer231,14824_A050603,MER000002,MER000002-112,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598280013&a=333885&m=14824,displayed_price,5.00
offer232,14824_A050664,MER000002,MER000002-113,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598455113&a=333885&m=14824,displayed_price,5.00
offer233,14824_A134763,MER000002,MER000002-114,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598455113&a=333885&m=14824,displayed_price,5.00
offer234,14824_A260790,MER000002,MER000002-115,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598552463&a=333885&m=14824,displayed_price,5.00
offer235,14824_A260793,MER000002,MER000002-116,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598552463&a=333885&m=14824,displayed_price,5.00
offer236,14824_A262154,MER000002,MER000002-117,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598552507&a=333885&m=14824,displayed_price,5.00
offer237,14824_A262399,MER000002,MER000002-118,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598552507&a=333885&m=14824,displayed_price,5.00
offer238,14824_A262400,MER000002,MER000002-119,1,waiting_for_approval,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598631273&a=333885&m=14824,displayed_price,5.00
offer239,14824_A268175,MER000006,MER000006-01,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598631273&a=333885&m=14824,displayed_price,5.00
offer240,14824_A004599,MER000006,MER000006-02,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=25092811191&a=333885&m=14824,displayed_price,5.00
offer241,14824_A007052,MER000006,MER000006-03,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=25092811191&a=333885&m=14824,displayed_price,5.00
offer242,14824_A092456,MER000006,MER000006-04,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27217668325&a=333885&m=14824,displayed_price,5.00
offer243,14824_A160278,MER000006,MER000006-05,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27217668325&a=333885&m=14824,displayed_price,5.00
offer244,14824_A222010,MER000006,MER000006-06,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598342969&a=333885&m=14824,displayed_price,5.00
offer245,14824_A240617,MER000006,MER000006-07,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598342969&a=333885&m=14824,displayed_price,5.00
offer246,14824_A240754,MER000006,MER000006-08,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598349641&a=333885&m=14824,displayed_price,5.00
offer247,14824_A266732,MER000006,MER000006-09,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598349641&a=333885&m=14824,displayed_price,5.00
offer248,14824_A276655,MER000006,MER000006-10,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=25500079197&a=333885&m=14824,displayed_price,5.00
offer249,14824_A143799,MER000006,MER000006-11,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=25500079197&a=333885&m=14824,displayed_price,5.00
offer250,14824_A160230,MER000006,MER000006-12,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=25522754403&a=333885&m=14824,displayed_price,5.00
offer251,14824_A272640,MER000006,MER000006-13,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=25522754403&a=333885&m=14824,displayed_price,5.00
offer252,14824_A277282,MER000006,MER000006-14,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26355662389&a=333885&m=14824,displayed_price,5.00
offer253,14824_A277286,MER000006,MER000006-15,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26355662389&a=333885&m=14824,displayed_price,5.00
offer254,14824_A004605,MER000006,MER000006-16,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26514385133&a=333885&m=14824,displayed_price,5.00
offer255,14824_A143747,MER000006,MER000006-17,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26514385133&a=333885&m=14824,displayed_price,5.00
offer256,14824_A210097,MER000006,MER000006-18,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26514386689&a=333885&m=14824,displayed_price,5.00
offer257,14824_A282165,MER000006,MER000006-19,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26514386689&a=333885&m=14824,displayed_price,5.00
offer258,14824_A277473,MER000006,MER000006-20,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26514386695&a=333885&m=14824,displayed_price,5.00
offer259,14824_A283980,MER000006,MER000006-21,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=26514386695&a=333885&m=14824,displayed_price,5.00
offer260,14824_A284243,MER000006,MER000006-22,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27188943205&a=333885&m=14824,displayed_price,5.00
offer261,14824_A289418,MER000006,MER000006-23,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=27188943205&a=333885&m=14824,displayed_price,5.00
offer262,14824_A289443,MER000006,MER000006-24,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598259681&a=333885&m=14824,displayed_price,5.00
offer263,14824_A289362,MER000006,MER000006-25,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598259681&a=333885&m=14824,displayed_price,5.00
offer264,14824_A284237,MER000006,MER000006-26,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598260345&a=333885&m=14824,displayed_price,5.00
offer265,14824_A284236,MER000006,MER000006-27,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598260345&a=333885&m=14824,displayed_price,5.00
offer266,14824_A289356,MER000006,MER000006-28,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598260347&a=333885&m=14824,displayed_price,5.00
offer267,14824_A289393,MER000006,MER000006-29,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598260347&a=333885&m=14824,displayed_price,5.00
offer268,14824_A289400,MER000006,MER000006-30,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598260359&a=333885&m=14824,displayed_price,5.00
offer269,14824_A289442,MER000006,MER000006-31,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598260359&a=333885&m=14824,displayed_price,5.00
offer270,14824_A290659,MER000006,MER000006-32,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598280107&a=333885&m=14824,displayed_price,5.00
offer271,14824_A290630,MER000006,MER000006-33,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598280107&a=333885&m=14824,displayed_price,5.00
offer272,14824_A290646,MER000006,MER000006-34,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598599603&a=333885&m=14824,displayed_price,5.00
offer273,14824_A293097,MER000006,MER000006-35,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598599603&a=333885&m=14824,displayed_price,5.00
offer274,14824_A293084,MER000006,MER000006-36,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598599609&a=333885&m=14824,displayed_price,5.00
offer275,14824_A293123,MER000006,MER000006-37,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598599609&a=333885&m=14824,displayed_price,5.00
offer276,14824_A293169,MER000006,MER000006-38,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598602177&a=333885&m=14824,displayed_price,5.00
offer277,14824_A293167,MER000006,MER000006-39,1,approved,affiliate_product,TRUE,Affiliate_deeplink,https://www.awin1.com/pclick.php?p=24598602177&a=333885&m=14824,displayed_price,5.00
