key,translation,locale
company.user.invitation.status.pending,Steht Aus,de_DE
company.user.invitation.title.plural,Einladungen,de_DE
company.user.last_name,Name,de_DE
company_user.no_company,Kein Unternehmen,de_DE
company_user.remember_choice,Auswahl speichern,de_DE
company.user.salutation.dr,Dr.,de_DE
company.user.salutation.mr,Herr,de_DE
company.user.salutation.mrs,Frau,de_DE
company.user.salutation.ms,Frau,de_DE
configurable_bundle_note.enter_note,Fügen Sie eine Notiz für das konfigurierte Bundle hinzu,de_DE
configurable_bundle_note.form.save,Sparen,de_DE
configurable_bundle_note.note,Konfigurierter Bündelwagen Hinweis:,de_DE
configurable_bundle_note.note_added,Einkaufswagen-Notiz wurde dem konfigurierten Bundle erfolgreich hinzugefügt,de_DE
configurable_bundle_page.choose_bundle_to_configure,Choose Bundle to configure,de_DE
configurable_bundle_page.configurable_bundle_list,Configurable Bundle List,de_DE
configurable_bundle_page.configurator,Konfigurator,de_DE
configurable_bundle_page.configurator.added_to_cart,Configured bundle successfully added to cart.,de_DE
configurable_bundle_page.configurator.add_to_cart,Add to Cart,de_DE
configurable_bundle_page.configurator.product_became_unavailable,Product with SKU '%sku%' configured for slot with ID '%id%' became unavailable.,de_DE
configurable_bundle_page.configurator.selected_product,Selected product,de_DE
configurable_bundle_page.configurator.sku,Sku:,de_DE
configurable_bundle_page.configurator.slot_became_unavailable,Configured slot with ID '%id%' became unavailable.,de_DE
configurable_bundle_page.configurator.slot_page.back_link,Zurück zu den Bundles,de_DE
configurable_bundle_page.configurator.summary,Summary,de_DE
configurable_bundle_page.configurator.summary_page_locked,Product for at least one slot should be configured to visit Summary page.,de_DE
configurable_bundle_page.configurator.summary_page_total,Gesamt,de_DE
configurable_bundle_page.configurator.templates_not_found,There are no templates available.,de_DE
configurable_bundle_page.configurator.tip.header,Create your own bundle.,de_DE
configurable_bundle_page.configurator.tip.text,"To create the bundle, please select the slot from the left side, and choose the product from the list.",de_DE
configurable_bundle_page.edit,Edit,de_DE
configurable_bundle_page.invalid_template_slot_combination,Invalid template/slot combination.,de_DE
configurable_bundle_page.select,Auswählen,de_DE
configurable_bundle_page.template_not_found,Configurable bundle template not found.,de_DE
configurable_bundle_page.unselect,Unselect,de_DE
configurable_bundle.slot.validation.error.not_exists,Vorlagenslot des konfigurierbaren Bündels existiert nicht.,de_DE
configurable_bundle.templates.configurable-bundle-all-in.name,All in,de_DE
configurable_bundle.template_slots.slot-1.name,Slot 1,de_DE
configurable_bundle.template_slots.slot-2.name,Slot 2,de_DE
configurable_bundle.template_slots.slot-3.name,Slot 3,de_DE
configurable_bundle.template_slots.slot-4.name,Slot 4,de_DE
configurable_bundle.template_slots.slot-5.name,Slot 5,de_DE
configurable_bundle.template_slots.slot-6.name,Slot 6,de_DE
configurable_bundle.templates.smartstation.name,Smartstation-Kit,de_DE
configurable_bundle.template.validation.error.already_activated,Vorlage des konfigurierbaren Bündels wurde schon aktiviert.,de_DE
configurable_bundle.template.validation.error.already_deactivated,Vorlage des konfigurierbaren Bündels wurde schon deaktiviert.,de_DE
configurable_bundle.template.validation.error.not_exists,Vorlage des konfigurierbaren Bündels existiert nicht.,de_DE
configured_bundle.bundle_total,Bündel Gesamt:,de_DE
configured_bundle_cart.error.configured_bundle_cannot_be_added,Configured bundle cannot be added to cart.,de_DE
configured_bundle_cart.error.configured_bundle_cannot_be_removed,Das konfigurierte Bundle kann nicht aus dem Warenkorb entfernt werden.,de_DE
configured_bundle_cart.error.configured_bundle_cannot_be_updated,Konfiguriertes Bundle kann nicht aktualisiert werden.,de_DE
configured_bundle_cart.error.configured_bundle_not_found,Konfiguriertes Bundle mit mitgelieferter SKU nicht im Warenkorb gefunden.,de_DE
configured_bundle.item_sku,SKU:,de_DE
configured_bundle_note_widget.edit_note,Bearbeiten,de_DE
configured_bundle_note_widget.remove_note,Entfernen,de_DE
configured_bundle.order.items,Produkte in diesem Bündel:,de_DE
configured_bundle.price,Stückpreis:,de_DE
configured_bundle.quantity,Anzahl:,de_DE
configured_bundle.remove,Entfernen,de_DE
configured_bundle.total,Artikel Gesamt:,de_DE
configured_bundle_widget.configured_bundle.removed,Konfiguriertes Bundle erfolgreich entfernt.,de_DE
configured_bundle_widget.configured_bundle.updated,Konfiguriertes Bundle wurde erfolgreich aktualisiert.,de_DE
configured_bundle_widget.items,Artikel,de_DE
configured_bundle_widget.multiplier,x,de_DE
countries.iso.AT,Österreich,de_DE
countries.iso.BE,Belgien,de_DE
countries.iso.BG,Bulgarien,de_DE
countries.iso.CH,Schweiz,de_DE
countries.iso.CY,Zypern,de_DE
countries.iso.CZ,Tschechische Republik,de_DE
countries.iso.DE,Deutschland,de_DE
countries.iso.DK,Dänemark,de_DE
countries.iso.EE,Estland,de_DE
countries.iso.ES,Spanien,de_DE
countries.iso.FI,Finnland,de_DE
countries.iso.FR,Frankreich,de_DE
countries.iso.GB,Vereinigtes Königreich,de_DE
countries.iso.GR,Griechenland,de_DE
countries.iso.HR,Kroatien,de_DE
countries.iso.HU,Ungarn,de_DE
countries.iso.IE,Irland,de_DE
countries.iso.IM,Insel Man,de_DE
countries.iso.IT,Italien,de_DE
countries.iso.LT,Litauen,de_DE
countries.iso.LU,Luxemburg,de_DE
countries.iso.LV,Lettland,de_DE
countries.iso.MC,Monaco,de_DE
countries.iso.MT,Malta,de_DE
countries.iso.NL,Niederlande,de_DE
countries.iso.NO,Norwegen,de_DE
countries.iso.PL,Polen,de_DE
countries.iso.PT,Portugal,de_DE
countries.iso.RO,Rumänien,de_DE
countries.iso.SE,Schweden,de_DE
countries.iso.SI,Slowenien,de_DE
countries.iso.SK,Slowakei,de_DE
customer.access.cannot_see_price,"Bitte melde dich an, um den Preis zu sehen",de_DE
customer.account,Mein Konto,de_DE
customer.account.additional_addresses,Zusätzliche Adressen,de_DE
customer.account.add_new_address,Definieren Sie eine neue Adresse,de_DE
customer.account.address,Adressen,de_DE
customer.account.available.benefit.voucher.amount,Gesammelte Benefit Vouchers,de_DE
customer.account.available.cashback.amount,Gesammelter Cashback,de_DE
customer.account.available.shopping.point.amount,Gesammelte Shopping Points,de_DE
customer.account.button.add_new_address,Neue Adresse hinzufügen,de_DE
customer.account.contact,Kontakt,de_DE
customer.account.default_billing_address,Standard Rechnungsadresse,de_DE
customer.account.default_shipping_address,Standard Lieferadresse,de_DE
customer.account.deliver_to_multiple_addresses,Deliver to multiple addresses,de_DE
customer.account.edit_address_information,Ändern,de_DE
customer.account.last_orders,Letzte Bestellungen,de_DE
customer.account.newsletter,Newsletter,de_DE
customer.account.no_order,Keine Bestellungen,de_DE
customer.account.no_orders,Keine Bestellungen,de_DE
customer.account.order_history,Bestellungen,de_DE
customer.account.overview,Übersicht,de_DE
customer.account.please_specify_billing_address,Bitte deine Rechnungsadresse eintragen.,de_DE
customer.account.please_specify_shipping_address,Bitten deine Lieferadresse eintragen.,de_DE
customer.account.print_shopping_list.table.barcode,Barcode,de_DE
customer.account.print_shopping_list.table.default_price,Standardpreis,de_DE
customer.account.print_shopping_list.table.note,Notiz,de_DE
customer.account.print_shopping_list.table.product_name,Produktname,de_DE
customer.account.print_shopping_list.table.product_sku,Produkt Artikelnummer,de_DE
customer.account.print_shopping_list.title.shopping_list_id,Einkaufslisten-ID,de_DE
customer.account.print_shopping_list.title.shopping_list_name,Name der Einkaufsliste,de_DE
customer.account.profile_data,Benutzerdaten,de_DE
customer.account.shopping_list,Einkaufslisten,de_DE
customer.account.shopping_list.access,Zugriff,de_DE
customer.account.shopping_list.access.full_access,Voller Zugriff,de_DE
customer.account.shopping_list.access.read_only,Schreibgeschützt,de_DE
customer.account.shopping_list.add_all_available_to_cart,Alle Produkte zum Warenkorb hinzufügen,de_DE
customer.account.shopping_list.add_item.success,Artikel wurde der Einkaufsliste hinzugefügt.,de_DE
customer.account.shopping_list.add_selected_items_to_cart,Ausgewählte Artikel in den Warenkorb legen,de_DE
customer.account.shopping_list.add-to-cart,In den Warenkorb,de_DE
customer.account.shopping_list.availability,Verfügbarkeit,de_DE
customer.account.shopping_list.available,Verfügbar,de_DE
customer.account.shopping_list.clear.success,Einkaufsliste wurde erfolgreich gelöscht.,de_DE
customer.account.shopping_list.create.failed,Erstellen der Einkaufsliste ist fehlgeschlagen,de_DE
customer.account.shopping_list.create.success,Einkaufsliste '%name%' wurde erfolgreich erstellt.,de_DE
customer.account.shopping_list.delete.failed,Einkaufsliste konnte nicht gelöscht.,de_DE
customer.account.shopping_list.delete.it_belongs_to_follow,Es gehört zu folgenden,de_DE
customer.account.shopping_list.delete.it_will_be_deleted_from_all_of_them,Es wird von allen gelöscht,de_DE
customer.account.shopping_list.delete.success,Einkaufsliste erfolgreich gelöscht.,de_DE
customer.account.shopping_list.delete.warning,Warnung,de_DE
customer.account.shopping_list.delete.you_are_trying_to_delete_shopping_list,"Du versuchst die Einkaufsliste <a href=""""%link%"""">%name%</a> zu löschen",de_DE
customer.account.shopping_list.empty,Zurzeit ist kein Produkt auf deiner Einkaufsliste.,de_DE
customer.account.shopping_list.error.cannot_update,Die Liste konnte nicht aktualisiert werden.,de_DE
customer.account.shopping_list.error.duplicate_name,Eine Einkaufsliste mit dem selben Namen existiert bereits.,de_DE
customer.account.shopping_list.item.added_all_available_to_cart,Verfügbare Produkte wurden erfolgreich in den Warenkorb gelegt.,de_DE
customer.account.shopping_list.item.added_all_available_to_cart.failed,Nicht alle Artikel konnten erfolgreich in den Warenkorb gelegt werden.,de_DE
customer.account.shopping_list.item.added_to_cart,Produkt erfolgreich in den Warenkorb gelegt.,de_DE
customer.account.shopping_list.item.added_to_cart.failed,Produkt konnte nicht in den Warenkorb gelegt werden.,de_DE
customer.account.shopping_list.item.add.failed,Artikel %sku% konnte der Liste nicht hinzugefügt werden.,de_DE
customer.account.shopping_list.item.add.success,Artikel %sku% wurde zu der Liste hinzugefügt.,de_DE
customer.account.shopping_list.item.not_added,Hinzufügen zur Einkaufsliste fehlgeschlagen.,de_DE
customer.account.shopping_list.item.remove.failed,Artikel wurde nicht von der Einkaufsliste entfernt,de_DE
customer.account.shopping_list.item.remove.success,Produkt erfolgreich entfernt.,de_DE
customer.account.shopping_list.items.added_to_cart,Produkte erfolgreich in den Warenkorb gelegen.,de_DE
customer.account.shopping_list.items.added_to_cart.failed,Produkte konnten nicht in den Warenkorb gelegt werden.,de_DE
customer.account.shopping_list.items.added_to_cart.not_found,Es sind keine Produkte zum Hinzufügen in den Warenkorb verfügbar.,de_DE
customer.account.shopping_list.items.added_to_cart.select_list,Mindestens eine Einkaufsliste sollte ausgewählt werden.,de_DE
customer.account.shopping_list.item.select_item,Mindestens ein Produkt sollte ausgewählt werden.,de_DE
customer.account.shopping_list.not_available,Nicht verfügbar,de_DE
customer.account.shopping_list.overview.actions,Aktion,de_DE
customer.account.shopping_list.overview.add_new,Neue Einkaufsliste hinzufügen,de_DE
customer.account.shopping_list.overview.add_shopping_list_to_cart,Füge ausgewählte Einkaufslisten zum Warenkorb hinzu,de_DE
customer.account.shopping_list.overview.created_date,Hergestellt in,de_DE
customer.account.shopping_list.overview.create.success,Einkaufsliste wurde erfolgreich erstellt.,de_DE
customer.account.shopping_list.overview.delete,Löschen,de_DE
customer.account.shopping_list.overview.dismiss,Ablehnen,de_DE
customer.account.shopping_list.overview.edit,Umbenennen,de_DE
customer.account.shopping_list.overview.empty,Du hast noch keine Einkaufslisten.,de_DE
customer.account.shopping_list.overview.enter_name,Name hier eingeben,de_DE
customer.account.shopping_list.overview.form.new,Erstelle eine neue Einkaufsliste,de_DE
customer.account.shopping_list.overview.item_count,Anzahl der Teile,de_DE
customer.account.shopping_list.overview.modified_date,Datum der letzten Aktualisierung,de_DE
customer.account.shopping_list.overview.name,Name der Liste,de_DE
customer.account.shopping_list.overview.owner,"Benutzer, der eine Liste erstellt hat",de_DE
customer.account.shopping_list.overview.print,Drucken,de_DE
customer.account.shopping_list.overview.share,Teilen,de_DE
customer.account.shopping_list.overview.shared_with,Geteilt mit,de_DE
customer.account.shopping_list.overview.title,Einkaufslisten verwalten,de_DE
customer.account.shopping_list.overview.variant,Produktvariante,de_DE
customer.account.shopping_list.overview.view,Ansehen,de_DE
customer.account.shopping_list.price,Preis,de_DE
customer.account.shopping_list.print_shopping_list,Einkaufsliste drucken,de_DE
customer.account.shopping_list.product,Produkt,de_DE
customer.account.shopping_list.quantity,Anzahl,de_DE
customer.account.shopping_list.remove,Löschen,de_DE
customer.account.shopping_list.share.error.one_id_required,"Bitte wähle entweder einen Kunden oder eine Geschäftseinheit aus, mit welchem du die Einkaufsliste teilen möchtest.",de_DE
customer.account.shopping_list.share.from.share,Teilen,de_DE
customer.account.shopping_list.share.from.share_with,Einkaufsliste teilen mit:,de_DE
customer.account.shopping_list.share.select_company_business_unit,Wähle die Geschäftseinheit aus,de_DE
customer.account.shopping_list.share.select_company_user,Wähle den Kunden aus,de_DE
customer.account.shopping_list.share.select_permission,Wähle die Zugriffsebene aus,de_DE
customer.account.shopping_list.share.share_shopping_list_fail,Diese Einkaufsliste wurde bereits mit dieser Entität geteilt,de_DE
customer.account.shopping_list.share.share_shopping_list_successful,Einkaufsliste wurde erfolgreich geteilt,de_DE
customer.account.shopping_list.updated,Einkaufsliste erfolgreich aktualisiert.,de_DE
customer.account.shopping_points_and_cashback,Shopping Points & Cashback,de_DE
customer.account.wishlist,Wunschliste,de_DE
customer.account.wishlist.add_all_available_to_cart,Alle Produkte zum Warenkorb hinzufügen,de_DE
customer.account.wishlist.add-to-cart,In den Warenkorb,de_DE
customer.account.wishlist.availability,Verfügbarkeit,de_DE
customer.account.wishlist.available,Verfügbar,de_DE
customer.account.wishlist.continue-shopping,Weiter shoppen,de_DE
customer.account.wishlist.created,Wunschliste erfolgreich angelegt.,de_DE
customer.account.wishlist.deleted,Wuschliste erfolgreich gelöscht.,de_DE
customer.account.wishlist.empty,Zurzeit ist kein Produkt auf deiner Wunschliste.,de_DE
customer.account.wishlist.item.moved_all_available_to_cart,Verfügbare Produkte wurden erfolgreich in den Warenkorb gelegt.,de_DE
customer.account.wishlist.item.moved_all_available_to_cart.failed,Nicht alle Artikel konnten erfolgreich in den Warenkorb gelegt werden.,de_DE
customer.account.wishlist.item.moved_to_cart,Produkt erfolgreich in den Warenkorb gelegt.,de_DE
customer.account.wishlist.item.moved_to_cart.failed,Produkt konnte nicht in den Warenkorb gelegt werden.,de_DE
customer.account.wishlist.item.not_added,Hinzufügen zur Wunschliste fehlgeschlagen.,de_DE
customer.account.wishlist.item.removed,Produkt erfolgreich entfernt.,de_DE
customer.account.wishlist.not_available,Nicht verfügbar,de_DE
customer.account.wishlist.overview.add_new,Neue Liste hinzufügen,de_DE
customer.account.wishlist.overview.date,Erstelldatum,de_DE
customer.account.wishlist.overview.delete,Löschen,de_DE
customer.account.wishlist.overview.edit,Bearbeiten,de_DE
customer.account.wishlist.overview.empty,Du hast noch keine Wunschlisten.,de_DE
customer.account.wishlist.overview.enter_name,Name hier eingeben,de_DE
customer.account.wishlist.overview.item_count,# Produkte,de_DE
customer.account.wishlist.overview.name,Name,de_DE
customer.account.wishlist.overview.price,Preis,de_DE
customer.account.wishlist.overview.sku,Sku,de_DE
customer.account.wishlist.overview.title,Wunschliste verwalten,de_DE
customer.account.wishlist.overview.variant,Produktvariante,de_DE
customer.account.wishlist.price,Preis,de_DE
customer.account.wishlist.product,Produkt,de_DE
customer.account.wishlist.product-not-available,Dieses Produkt ist momentan nicht verfügbar.,de_DE
customer.account.wishlist.remove,Löschen,de_DE
customer.account.wishlist.updated,Wunschliste erfolgreich aktualisiert.,de_DE
customer.account.wishlist.view-in-shop,Produktdetails,de_DE
customer.address.added,Adresse wurde erfolgreich hinzugefügt,de_DE
customer.address.address1,Straße,de_DE
customer.address.address2,Hausnummer,de_DE
customer.address.address3,Zusatzinformationen für die Zustellung,de_DE
customer.address.address4,Weitere Zusatzinformation für die Zustellung,de_DE
customer.address.city,Stadt,de_DE
customer.address.company,Firmenname,de_DE
customer.address.country,Land,de_DE
customer.address.delete.failed,Adresse konnte nicht gelöscht werden,de_DE
customer.address.delete.success,Adresse erfolgreich gelöscht,de_DE
customer.address.first_name,Vorname,de_DE
customer.address.is_default_billing,Standard Rechnungsadresse,de_DE
customer.address.is_default_shipping,Standard Lieferadresse,de_DE
customer.address.last_name,Nachname,de_DE
customer.address.number,Hausnummer,de_DE
customer.address.phone,Telefonnummer (für mögliche Rückfragen bei der Zustellung einschließlich des Präfixes zum Beispiel +49),de_DE
customer.address.placeholder.optional,Optional,de_DE
customer.address.save_new_address,Neue Adresse in Adressbuch speichern,de_DE
customer.address.state,Bundesland,de_DE
customer.address.updated,Adresse wurde erfolgreich aktualisiert,de_DE
customer.address.vat_number,Ust. Nummer,de_DE
customer.address.zip_code,Postleitzahl,de_DE
customer.anonymization.failed,Deine Account konnte nicht gelöscht werden.,de_DE
customer.anonymization.success,Dein Account wurde gelöscht,de_DE
customer.authentication.failed,Authentifizierung fehlgeschlagen,de_DE
customer.authentication.succeeded,Die Anmeldung war erfolgreich,de_DE
customer.authorization.account_confirmed,Ihre E-Mail-Adresse wird bestätigt. Bitte einloggen zum Fortfahren.,de_DE
customer.authorization.invalid_account,"Sie müssen zuerst Ihre E-Mail-Adresse überprüfen, bevor Sie sich anmelden können",de_DE
customer.authorization.success,"Fast dort! Wir senden Ihnen eine E-Mail, um Ihre E-Mail-Adresse zu bestätigen. Bitte bestätigen Sie dies, um sich anmelden zu können.",de_DE
customer.authorization.validate_email_address,"Fast dort! Wir senden Ihnen eine E-Mail, um Ihre E-Mail-Adresse zu bestätigen. Bitte bestätigen Sie dies, um sich anmelden zu können.",de_DE
customer.billingSameAsShipping,Liefer- und Rechnungsadresse sind gleich,de_DE
customer.birth_date,Geburtsdatum (TT.MM.YYYY),de_DE
customer.customer_id,ID,de_DE
customer.email,E-Mail Adresse,de_DE
customer.email.already.used,E-Mail bereits vergeben,de_DE
customer.email.format.invalid,Ungültiges E-Mail-Adressformat,de_DE
customer.email.invalid,E-Mail Adresse ist ungültig,de_DE
customer.error.confirm_email_link.invalid_or_used,Dieser E-Mail-Verifizierungslink ist ungültig oder wurde bereits verwendet.,de_DE
customer.first_name,Vorname,de_DE
customer.forgotten-password.description,"Gebe deine E-Mail-Adresse an, welche mit deinem Konto verknüpft ist.",de_DE
customer.forgotten_password.email,E-Mail Adresse,de_DE
customer.forgotten-password.title,Passwort vergessen,de_DE
customer.last_name,Nachname,de_DE
customer.login,Anmelden,de_DE
customer.login.email,E-Mail,de_DE
customer.login.failed,Login fehlgeschlagen,de_DE
customer.login.password,Passwort,de_DE
customer.login.title,Ich bin bereits Kunde,de_DE
customer.logout,Abmelden,de_DE
customer.newsletter.not_subscribed,Newsletter nicht abonniert.,de_DE
customer.newsletter.subscribed,Newsletter abonniert,de_DE
customer.newsletter.subscription,Meine Newsletter Einstellungen,de_DE
customer.newsletter.subscription_agreement,"Ja, ich möchte per E-Mail informiert werden.",de_DE
customer.order.all_orders,Alle Bestellungen anzeigen,de_DE
customer.order.billing_address,Rechnungsadresse,de_DE
customer.order.bundled_items,Produkte in diesem Bündel:,de_DE
customer.order.canceledTotal,Stornierter Betrag,de_DE
customer.order.complete_checkout,Gesamtsumme,de_DE
customer.order.date,Datum,de_DE
customer.order.delivery_address,Lieferadresse,de_DE
customer.order.delivery_method,Zustellungsmethode,de_DE
customer.order.discount.total,Rabatt,de_DE
customer.order.expenseTotal,Versandkosten (insgesamt),de_DE
customer.order.grandTotal,Summe,de_DE
customer.order.item_price,Preis inkl. USt.,de_DE
customer.order.item_quantity,Anzahl,de_DE
customer.order.item_sku,SKU,de_DE
customer.order.items_state,Stand der Artikel,de_DE
customer.order.item_sum,Item total,de_DE
customer.order.options,Produktoptionen:,de_DE
customer.order.order_id,Bestellnummer,de_DE
customer.order.payment,Zahlung,de_DE
customer.order.payment_method,Zahlungsmethode,de_DE
customer.order.product_name,Produkt Name,de_DE
customer.order.products,Produkte,de_DE
customer.order.refundTotal,Rückerstattung insgesamt,de_DE
customer.order.remunerationTotal,Rückerstattungsbetrag,de_DE
customer.order.reorder,Nachbestellen,de_DE
customer.order.reorder_all,Alle Artikel Nachbestellen,de_DE
customer.order.reorder.error.unable_to_reorder_items,"Du kannst diese Produkte nicht direkt nachbestellen, bitte füge sie separat in deinen Warenkorb",de_DE
customer.order.reorder_selected,Ausgewählte Artikel nachbestellen,de_DE
customer.order.requested_delivery_date,Angefordertes Lieferdatum,de_DE
customer.order.shipment,Versand,de_DE
customer.order.shipment_method,Versand,de_DE
customer.order.shipping_address,Lieferadresse,de_DE
customer.order.subTotal,Zwischensumme,de_DE
customer.order.taxTotal,Mehrwertsteuer,de_DE
customer.order.total,Summe,de_DE
customer.order.view_all,Alle anzeigen,de_DE
customer.order.view_order,Bestellung ansehen,de_DE
customer.password,Passwort,de_DE
customer.password.changed,Dein Passwort wurde erfolgreich geändert,de_DE
customer.password.change.success,Passwort erfolgreich geändert,de_DE
customer.password.confirm.new_password,Passwort bestätigen,de_DE
customer.password.invalid,Passwort ist ungültig,de_DE
customer.password.invalid_password,Aktuelles Passwort ist falsch,de_DE
customer.password.old_password,Altes Passwort,de_DE
customer.password.recovery.mail.sent,"Falls ein Konto für diese Email-Addresse existiert, wirst du eine Email mit weiteren Anweisungen bekommen",de_DE
customer.password.request.new_password,Neues Passwort,de_DE
customer.password.restore,Neues Passwort erstellen,de_DE
customer.password.update,Passwort ändern,de_DE
customer.phone,Telefonnummer,de_DE
customer.profile,Mein Account,de_DE
customer.profile.address.delete,Löschen,de_DE
customer.profile.address.edit,Ändern,de_DE
customer.profile.change.success,Profil wurde erfolgreich gespeichert,de_DE
customer.profile.confirm.new_password,Passwort bestätigen,de_DE
customer.profile.delete,Account Löschen,de_DE
customer.profile.delete.confirmation_question,Willst du deinen Account wirklich löschen?,de_DE
customer.profile.delete.description,Zusammen mit dem Account werden alle persönlichen Daten gelöscht.,de_DE
customer.profile.email,E-Mail,de_DE
customer.profile.first_name,Vorname,de_DE
customer.profile.last_name,Nachname,de_DE
customer.profile.link,Mein Profil,de_DE
customer.profile.old_password,Altes Passwort,de_DE
customer.profile.order_details,Bestellungs Details,de_DE
customer.profile.order_details.giftcard.label,Geschenkgutschein,de_DE
customer.profile.order_history,Letzte Bestellungen,de_DE
customer.profile.phone,Telefon,de_DE
customer.profile.request.new_password,Neues Passwort,de_DE
customer.profile.title,Mein Konto,de_DE
customer.profile.update,Profil Bearbeiten,de_DE
customer.register,Registrieren,de_DE
customer.registration.title,Ich bin Neukunde,de_DE
customer.reset.password.error.already.loggedIn,"Kunde bereits eingeloggt. Bitte logge dich aus, um dein Kundenpasswort zurückzusetzen.",de_DE
customer.salutation.dr,Dr.,de_DE
customer.salutation.mr,Herr,de_DE
customer.salutation.mrs,Frau,de_DE
customer.salutation.ms,Frau,de_DE
customer.signin,Einloggen,de_DE
customer.signup,Neuer Kunde?,de_DE
customer.table.actions,Aktion,de_DE
customer.token.invalid,Token ist ungültig,de_DE
discount.quote_change.discount.amount_changed,The discounts you selected for the following items skus have changed,de_DE
discount.quote_change.discount.not_available,The discounts you have chosen for the following items skus is no longer available,de_DE
discount.quote_change.does_not_apply_for_currency,"Der Gutschein mit dem Namen ""%code%"" wurde deaktiviert, da er nicht auf diese Währung anwendbar ist.",de_DE
discount.successfully.applied,"Der Rabatt """"display_name"""" wurde erfolgreich angewendet",de_DE
discount.voucher_code.usage_limit.reached,Gutscheincode-Nutzungslimit erreicht,de_DE
DummyPaymentCreditCard,Kreditkarte,de_DE
dummyPaymentCreditCard.card_expires,Gültig bis,de_DE
dummyPaymentCreditCard.card_number,Nummer,de_DE
dummyPaymentCreditCard.card_security_code,CVC,de_DE
dummyPaymentCreditCard.card_type,Kartentyp,de_DE
dummyPaymentCreditCard.hidden_numbers,*********,de_DE
dummyPaymentCreditCard.name_on_card,Name auf der Karte,de_DE
DummyPaymentInvoice,Auf Rechnung,de_DE
dummyPaymentInvoice.date_of_birth,Geburtsdatum,de_DE
dummyPaymentInvoice.invoice,Auf Rechnung bezahlen:,de_DE
DummyPrepayment,Vorkasse,de_DE
dummyPrepayment.prepaymentbank-info,mWS myWorld Solutions AG:<br/>Unicredit Bank Austria<br/>IBAN: AT19 1200 0529 5900 6605<br/>BIC: BKAUATWW,de_DE
email.orderEmail.salutationFemale,Fr.,de_DE
email.orderEmail.salutationMale,Hr.,de_DE
error.404,"Entschuldigung, etwas ist schief gelaufen",de_DE
error.404_description,Die Seite kann nicht gefunden werden. Bitte gehe zurück,de_DE
error_page.home_link,Zur Startseite,de_DE
error_page.text,Wir konnten die von Ihnen gesuchte Seite nicht finden.,de_DE
error_page.title,Seite nicht gefunden.,de_DE
footer.facebook.url,https://www.facebook.com/myWorld.int,de_DE
footer.follow,Folgen Sie uns auf,de_DE
footer.instagram.url,https://www.instagram.com/myworld.global/,de_DE
footer.logo.link.imprint,/de/impressum,de_DE
footer.logo.link.privacy,/de/datenschutz,de_DE
footer.logo.text,Erstellt mit,de_DE
footer.logo.url,/,de_DE
footer.navigation_title.customer_service,Kundenservice,de_DE
footer.navigation_title.information,Informationen,de_DE
footer.navigation_title.legal_information,Rechtliche Hinweise,de_DE
footer.navigation_title.propositions,Geld verdienen mit myWorld,de_DE
footer.official_partner,Offizieller Partner,de_DE
footer.pinterest.url,https://www.pinterest.com/myworldofficial/,de_DE
footer.providers__title,Zahlung und Versand,de_DE
footer_subscribe.subscription_placeholder,E-Mail eingeben,de_DE
footer_subscribe.subscription_text,Registriere dich jetzt und bleibe auf dem Laufenden,de_DE
footer.twitter.url,https://twitter.com/myworld_de,de_DE
footer.youtube.url,https://www.youtube.com/channel/UCCdwFBArbzg98DeUD_-l_uQ?sub_confirmation=1,de_DE
form.csrf.error.text,Leider ging etwas schief. Tut uns leid.,de_DE
forms.accept_terms,Ich stimme AGB und Datenschutz zu.,de_DE
forms.confirm-password,Passwort bestätigen,de_DE
forms.email,E-Mail,de_DE
forms.first-name,Vorname,de_DE
forms.forgot-password,Passwort vergessen,de_DE
forms.last-name,Nachname,de_DE
forms.password,Passwort,de_DE
forms.save-btn,Sparen,de_DE
forms.submit-btn,Speichern,de_DE
forms.submit.login,Einloggen,de_DE
forms.submit.register,Registrieren,de_DE
gdpr.accept_cookies,Cookies akzeptieren,de_DE
gdpr.message,"Wir nutzen Cookies auf unserer Website, um deinen Besuch effizienter zu gestalten und dir mehr Benutzerfreundlichkeit bieten zu können. Klicke daher bitte auf 'Cookies akzeptieren'! Nähere Informationen findest du in unserer %link%",de_DE
gdpr.privacy_policy,Datenschutzerklärung,de_DE
general.back.button,Zurück,de_DE
general.cancel.button,Abbrechen,de_DE
general.edit.button,Bearbeiten,de_DE
general.next.button,Weiter,de_DE
global.accept.terms.and.conditions,Ich bestätige die AGB,de_DE
global.add-to-cart,In den Warenkorb,de_DE
global.back_homepage,Zurück zur Startseite,de_DE
global.benefit.competitive_prices,Günstige Preise,de_DE
global.benefit.free_returns,Kostenlose Rückgabe,de_DE
global.benefit.warranty,3 Jahre Garantie,de_DE
global.button.less,Weniger,de_DE
global.button.more,Mehr,de_DE
global.cart,Warenkorb,de_DE
global.cashback,Cashback,de_DE
global.categories,Alle Kategorien,de_DE
global.close,Schließen,de_DE
global.company,Unternehmen,de_DE
global.create.account,Account erstellen,de_DE
global.email.address,E-Mail Adresse,de_DE
global.get_in_touch,Jetzt Kontakt aufnehmen,de_DE
global.header.categories,Alle Kategorien,de_DE
global.header.services,myWorld Services,de_DE
global.home,Startseite,de_DE
global.login,Anmelden,de_DE
global.newsletter,Newsletter,de_DE
global.no_image_available,Kein Bild verfügbar,de_DE
global.order.ascendent,A-Z,de_DE
global.order.descendent,Z_A,de_DE
global.partners,Partner,de_DE
