key,translation,locale
quick-order.page-title,Γρήγορη σειρά,el_GR
quick-order.message.success.the-form-items-have-been-successfully-cleared,Τα στοιχεία της φόρμας έχουν εκκαθαριστεί με επιτυχία.,el_GR
quick-order.input-label.sku,Σκι,el_GR
quick-order.input-label.qty,# Qty,el_GR
quick-order.errors.quantity-required,Η ποσότητα πρέπει να είναι τουλάχιστον 1,el_GR
quick-order.errors.items-required,Εισαγάγετε τουλάχιστον ένα προϊόν SKU,el_GR
quick-order.button.create-order,Δημιουργία παραγγελίας,el_GR
quick-order.button.clear-all-rows,Καθαρίστε όλες τις σειρές,el_GR
quick-order.button.add-more-rows,Προσθέστε περισσότερες σειρές,el_GR
profile.form.salutation,Χαιρετισμός,el_GR
product_search_widget.search.product_discontinued_prefix,[Διακοπεί],el_GR
product_search_widget.search.no_results,Τα προϊόντα δεν βρέθηκαν.,el_GR
product_review.summary.stars,Αστέρια,el_GR
product_review.summary.star,Αστέρι,el_GR
product_review.summary.reviews,σχόλια,el_GR
product_review.summary.review,ανασκόπηση,el_GR
product_review.summary.out_of,εκτός,el_GR
product_review.submit.summary,Περίληψη,el_GR
product_review.submit.success,Η επανεξέταση του προϊόντος υποβλήθηκε με επιτυχία.,el_GR
product_review.submit.rating.none,Δεν επιλέχθηκε βαθμολογία,el_GR
product_review.submit.rating,Εκτίμηση,el_GR
product_review.submit.nickname,Ονομα,el_GR
product_review.submit.error,Η αναθεώρηση δεν έχει στείλει.,el_GR
product_review.submit.description,Περιγραφή,el_GR
product_review.submit.add_a_review,Γράψτε μια κριτική,el_GR
product_review.ratings_reviews,Αξιολογήσεις & Κριτικές,el_GR
product_review.product_reviews,Κριτικές προϊόντων,el_GR
product_review.product_ratings,Βαθμολογίες προϊόντων,el_GR
product_review.on,επί,el_GR
product_review.no_reviews,Δεν υπάρχει επανεξέταση για αυτό το προϊόν ακόμα,el_GR
product_review.error.no_customer,Συνδεθείτε για να αποκτήσετε πρόσβαση σε αυτή τη λειτουργία.,el_GR
product_review.average_ratings,Μέση βαθμολογία,el_GR
product_item.benefit_deal.or,ή,el_GR
product_discontinued_widget.note,Σημείωση,el_GR
product_discontinued.super_attribute_discontinued,Διακόπτεται,el_GR
product_detail_page.desclaimer_text,Απροσδιόριστος,el_GR
product_detail_page.benefit_price.benefit_amount,max %mount%,el_GR
product_cart_item.remove,× αφαίρεση,el_GR
product_bundle.unavailable,Προϊόν '%productsku%' στο bundle προϊόν '%bundlesku%' δεν είναι διαθέσιμη αυτή τη στιγμή,el_GR
product_alternative_widget.show_all,Προβολή όλων,el_GR
product_alternative_widget.product_status.discontinued,Διακόπτεται,el_GR
product_alternative_widget.product_alternative,Εναλλακτικά προϊόντα,el_GR
product_alternative_widget.not_applicable,N / a,el_GR
product_alternative_widget.alternative_for,Εναλλακτική λύση για το όνομα,el_GR
product_alternative_widget.add_to_wishlist,Πρόσθεσε στην λίστα επιθυμιών,el_GR
product_alternative_widget.add_to_shopping_list,Προσθήκη στη λίστα αγορών,el_GR
product.view,Θέα,el_GR
product.variants,Παραλλαγές προϊόντων,el_GR
product.unavailable,Το προϊόν είναι εκτός αποθέματος,el_GR
product.sets.widget.title,Αγοράστε τη συλλογή,el_GR
product.sets.no-results,Χωρίς αποτέλεσμα.,el_GR
product.sets,Σετ προϊόντων,el_GR
product.set.detail.set-contents,Προϊόντα σε αυτό το σύνολο,el_GR
product.set.detail.no-products,Δεν υπάρχουν προϊόντα στο σύνολο,el_GR
product.set.detail.add-all-to-cart,Προσθέστε όλα στο καλάθι,el_GR
product.product_options_select,Επιλέξτε μια επιλογή,el_GR
product.product_options,Επιλογές προϊόντων,el_GR
product.multiple.affiliates,Περισσότερες από μία προσφορές,el_GR
product.measurement.sales_unit,Μονάδα πωλήσεων,el_GR
product.groups,Ομάδες προϊόντων,el_GR
product.filter.rating,Ακροαματικότητα,el_GR
product.filter.price-default-eur-net_mode,Τιμή,el_GR
product.filter.price-default-eur-gross_mode,Τιμή,el_GR
product.filter.price-default-chf-net_mode,Τιμή,el_GR
product.filter.price-default-chf-gross_mode,Τιμή,el_GR
product.filter.price,Τιμή,el_GR
product.filter.merchant_name,Εμπορος,el_GR
product.filter.label,Επιγραφή,el_GR
product.filter.category,Κατηγορία,el_GR
product.detail.out_of_stock,Αυτό το προϊόν δεν είναι διαθέσιμο αυτή την στιγμή.,el_GR
product.attribute.white_balance,ισορροπία του λευκού χρώματος,el_GR
product.attribute.waterproof_up_to,Αδιάβροχο μέχρι,el_GR
product.attribute.waterproof,Αδιάβροχο,el_GR
product.attribute.voice_recording,Εγγραφή φωνής,el_GR
product.attribute.video_recording_modes,Λειτουργίες εγγραφής βίντεο,el_GR
product.attribute.video,βίντεο,el_GR
product.attribute.variant_id,ταυτότητα,el_GR
product.attribute.variant.reset,Επαναφορά,el_GR
product.attribute.usb_version,Έκδοση USB,el_GR
product.attribute.usb_port,θύρα USB,el_GR
product.attribute.touchscreen,Οθόνη αφής,el_GR
product.attribute.touch_technology,Τεχνολογία αφής,el_GR
product.attribute.total_megapixels,Συνολικά megapixel,el_GR
product.attribute.thermal_design_power,Ισχύς θερμικής σχεδίασης,el_GR
product.attribute.themes,Θέματα,el_GR
product.attribute.storage,Αποθήκευση,el_GR
product.attribute.slug,γυμνοσάλιαγκας,el_GR
product.attribute.sku,Σκι,el_GR
product.attribute.shutter,Παραθυρόφυλλο,el_GR
product.attribute.short_description,Σύντομη περιγραφή,el_GR
product.attribute.screen,Οθόνη,el_GR
product.attribute.product_stock.name,Πωλητής,el_GR
product.attribute.product_id,Αναγνωριστικό προϊόντος,el_GR
product.attribute.processor_boost_frequency,Επεξεργαστής,el_GR
product.attribute.processor,Επεξεργαστής,el_GR
product.attribute.memory,Μνήμη,el_GR
product.attribute.manufacturer_name,Μάρκα,el_GR
product.attribute.long_description,μεγάλη περιγραφή,el_GR
product.attribute.license,Αδεια,el_GR
product.attribute.lens_system,Σύστημα φακού,el_GR
product.attribute.iso_en,Iso,el_GR
product.attribute.image_small,Εικόνα μικρό,el_GR
product.attribute.image_quality,Ποιότητα εικόνας,el_GR
product.attribute.image_big,Εικόνα μεγάλο,el_GR
product.attribute.graphics,Γραφικά,el_GR
product.attribute.gps,Gps,el_GR
product.attribute.focus,Συγκεντρώνω,el_GR
product.attribute.display,Απεικόνιση,el_GR
product.attribute.design,Σχέδιο,el_GR
product.attribute.description,Περιγραφή,el_GR
product.attribute.camera,ΦΩΤΟΓΡΑΦΙΚΗ ΜΗΧΑΝΗ,el_GR
product.attribute.battery,Μπαταρία,el_GR
product.attribute._none,Επιλέξτε μια τιμή,el_GR
product.access.denied,"Λυπούμαστε, αυτό το προϊόν δεν είναι διαθέσιμο.",el_GR
product-cart.validation.error.product-option-value-price-exists,Η τιμή επιλογής προϊόντος δεν βρέθηκε για το προϊόν '%sku%'.,el_GR
product-cart.validation.error.concrete-product-inactive,"Το προϊόν """" SKU """" δεν είναι ενεργό.",el_GR
product-cart.validation.error.concrete-product-exists,"Προϊόν """" sku """" δεν βρέθηκε",el_GR
product-cart.validation.error.abstract-product-exists,"Προϊόν """" sku """" δεν βρέθηκε",el_GR
product-cart.info.restricted-product.removed,Το στοιχείο %sku% αφαιρέθηκε από το καλάθι επειδή απενεργοποιήθηκε.,el_GR
product-cart.info.concrete-product-inactive.removed,Ανενεργό στοιχείο %sku% αφαιρέθηκε από το καλάθι αγορών σας.,el_GR
price.mode.switch.error,Δεν είναι δυνατή η εναλλαγή της λειτουργίας των τιμών όταν υπάρχουν αντικείμενα στο καλάθι.,el_GR
price.mode.net_mode,Καθαρές τιμές,el_GR
price.mode.gross_mode,Ακαθάριστες τιμές,el_GR
price-cart-connector.info.concrete-product-without-price.removed,Στοιχείο %sku% χωρίς τιμή αφαιρέθηκε από το καλάθι αγορών σας.,el_GR
place_order.pre_check.product_discontinued,"Προϊόν '%name%' διακόπτεται, παρακαλώ επιλέξτε μια εναλλακτική λύση",el_GR
personal.address.heading,Προσωπικά δεδομένα,el_GR
persistent_cart.quote.remove.success,Καλάθι διαγράφηκε με επιτυχία,el_GR
persistent_cart.quote.remove.can_not_remove_last_cart,Ο πελάτης θα πρέπει να έχει τουλάχιστον ένα καλάθι,el_GR
persistent_cart.error.quote.not_available,Το καλάθι δεν υπάρχει,el_GR
pdp.price.shopping_points_price,Σημείο αγορών,el_GR
pdp.price.regular_price,Κανονική τιμή,el_GR
pdp.price.from,από,el_GR
pdp.price.benefit_voucher_price,Παροχή συμφωνίας κουπονιών,el_GR
pdp.price,Τιμή,el_GR
pdp.include.vat,συμπεριλ. ΔΕΞΑΜΕΝΗ,el_GR
pdp.include.tax,συμπεριλ. Φόρος,el_GR
payment.step.api_request.error,"Λυπούμαστε, κάτι πήγε στραβά με την πληρωμή. Παρακαλώ προσπαθήστε ξανά αργότερα!",el_GR
payment.prepay,Προπληρωμή,el_GR
payment.paypal,Paypal,el_GR
payment.payment_provider.nopayment,Νοπάρισμα,el_GR
payment.payment_provider.my_world,Ο κόσμος μου,el_GR
payment.payment_provider.adyen,Adyen,el_GR
payment.payment_method.paid,επί πληρωμή,el_GR
payment.payment_method.e_voucher_marketer,MyWorld Evoucher (Marketer),el_GR
payment.payment_method.e_voucher,εκκεντρικός,el_GR
payment.payment_method.dummy_prepayment,Προπληρωμή,el_GR
payment.payment_method.cashback,Επιστροφή χρημάτων,el_GR
payment.payment_method.benefit_vouchers,Παροχή δελτίο,el_GR
payment.payment_method.adyen_credit_card,Πιστωτική κάρτα,el_GR
payment.invoice,Τιμολόγιο,el_GR
payment.dummy-payment.credit-card,Πληρώστε με την ακόλουθη πιστωτική κάρτα:,el_GR
payment.creditcard,Πιστωτική κάρτα,el_GR
password.confirm,Επιβεβαιώστε το Passwort,el_GR
pagination.previous,Προηγούμενος,el_GR
pagination.next,Επόμενο,el_GR
page.terms.url,/ en / gtc,el_GR
page.terms.title,Gtc,el_GR
page.product.upsell-products,Παρόμοια προϊόντα,el_GR
page.product.status,Νέος,el_GR
page.product.similar-products,Μπορεί επίσης να σας αρέσει,el_GR
page.product.shipping-fee-from,συν τη ναυτιλία από,el_GR
page.product.seller,Πωλητής,el_GR
page.product.details.slider_thumbnail,Εικόνα προϊόντος,el_GR
page.product.details.slider_image,Εικόνα προϊόντος,el_GR
page.product.details,Λεπτομέριες,el_GR
page.product.condition,Κατάσταση,el_GR
page.product.by,με,el_GR
page.privacy.url,/ en / Απορρήτου,el_GR
page.privacy.title,Ιδιωτικότητα δεδομένων,el_GR
page.imprint.url,/ en / αποτύπωμα,el_GR
page.imprint.title,Αποτύπωμα,el_GR
page.detail.volume_price.quantity,Ποσότητα,el_GR
page.detail.volume_price.price,Τιμή,el_GR
page.detail.dimensions,Μετρήσεις,el_GR
page.detail.affiliate-product-action,Πηγαίνετε στο κατάστημα,el_GR
page.detail.add-to-wishlist,Πρόσθεσε στην λίστα επιθυμιών,el_GR
page.detail.add-to-shopping-list,Προσθήκη στη λίστα αγορών,el_GR
page.detail.add-to-cart,Προσθήκη στο καλάθι,el_GR
page.checkout.terms,Δεχόμαστε τους Γενικούς Όρους και Προϋποθέσεις.,el_GR
page.checkout.summary.sms_code,Κωδικός SMS,el_GR
page.checkout.summary.shipping,Διεύθυνση αποστολής,el_GR
page.checkout.summary.products,Προϊόντα,el_GR
page.checkout.summary.name_on_card,Όνομα στην κάρτα,el_GR
page.checkout.summary.date_of_birth,Ημερομηνια γεννησης,el_GR
page.checkout.summary.complete_checkout,Ολοκληρώστε το Checkout,el_GR
page.checkout.summary.card_type,Τύπος κάρτας,el_GR
page.checkout.summary.card_number,Αριθμός κάρτας,el_GR
page.checkout.summary.card_expires,Ημερομηνία λήξης,el_GR
page.checkout.summary.billing,Διεύθυνση τιμολογίου,el_GR
page.checkout.summary.accept_terms_and_conditions,Αποδέχομαι τους όρους και τις προϋποθέσεις,el_GR
page.checkout.shipping.price,Τιμή:,el_GR
page.checkout.shipping.delivery_time,Ωρα παράδοσης:,el_GR
page.checkout.shipping.days,μέρες,el_GR
page.checkout.shipping.day,ημέρα,el_GR
page.checkout.shipment.shipping_method_heading,Μέθοδος αποστολής,el_GR
page.checkout.shipment.shipping_address.title,Διεύθυνση παράδοσης,el_GR
page.checkout.shipment.shipment_group_heading,Αποστολή %current% του %total%,el_GR
page.checkout.shipment.requested_delivery_date.title,Πότε θέλετε να παραδοθείτε;,el_GR
page.checkout.shipment.requested_delivery_date.placeholder,Αφήστε το κενό αν θέλετε το ASAP,el_GR
page.checkout.shipment.requested_delivery_date.label,Ζητήθηκε η ημερομηνία παράδοσης,el_GR
page.checkout.shipment.next-step,Συνεχίστε τη μέθοδο πληρωμής,el_GR
page.checkout.shipment.item.quantity,Ποσό,el_GR
page.checkout.shipment.item.price,Τιμή,el_GR
page.checkout.shipment.heading,2. Μέθοδος αποστολής,el_GR
page.checkout.shipment.edit,Επεξεργασία της μεθόδου αποστολής,el_GR
page.checkout.payment.next-step,Συνεχίστε να ολοκληρώνετε την παραγγελία,el_GR
page.checkout.payment.heading,3. Μέθοδος πληρωμής,el_GR
page.checkout.payment.edit,Επεξεργασία μεθόδου πληρωμής,el_GR
page.checkout.payment.cc_text,"Τα δεδομένα της πιστωτικής κάρτας δεν αποθηκεύονται ή επεξεργάζονται από το MyWorld. Ο MyWorld χρησιμοποιεί Adyen N.V., Simon Camiggelstraat 6-50, 1011 DJ Amsterdam, Ολλανδία, για να επεξεργαστεί τις πληρωμές με πιστωτικές κάρτες. Ο MyWorld έχει αναθέσει το MyWorld International Limited, 3ος όροφος, 40 Bank Street, Λονδίνο E14 5NR, Ηνωμένο Βασίλειο, με την επιχειρησιακή επεξεργασία της διαδικασίας πληρωμής.",el_GR
page.checkout.payment.3d_secure_text,"Βεβαιωθείτε ότι η πιστωτική κάρτα που καταχωρίσατε έχει επαληθευτεί για το νέο ασφαλές σύστημα 3D. Χωρίς αυτήν την επαλήθευση, η συναλλαγή δεν θα είναι δυνατή, για περισσότερες πληροφορίες, επικοινωνήστε με τον πάροχο πιστωτικών καρτών.",el_GR
page.checkout.finalize.tos,"Με ένα κλικ στο κουμπί """" Αγοράστε τώρα """" Επιβεβαιώνω τα GTCs.",el_GR
page.checkout.finalize.heading,4. Ελέγξτε και ολοκληρώστε την παραγγελία,el_GR
page.checkout.finalize.enter-voucher,Εισαγάγετε τον κωδικό κουπονιού,el_GR
page.checkout.finalize.buy-now,Αγορασε τωρα,el_GR
page.checkout.errors,Ελέγξτε την καταχώρησή σας.,el_GR
page.checkout.create_account,Δημιουργία λογαριασμού πελάτη,el_GR
page.checkout.client.new,Νέος πελάτης,el_GR
page.checkout.client.existing,Υπάρχων πελάτης,el_GR
page.checkout.address.use_selected_address,Χρησιμοποιήστε την επιλεγμένη διεύθυνση,el_GR
page.checkout.address.shipping-address,Διεύθυνση παράδοσης,el_GR
page.checkout.address.option_group.customer,Διευθύνσεις πελατών,el_GR
page.checkout.address.option_group.company_business_unit,Επιχειρηματικές διευθύνσεις,el_GR
page.checkout.address.next-step,Συνεχίστε στη μέθοδο αποστολής,el_GR
page.checkout.address.name,Ονομα,el_GR
page.checkout.address.multi_shipment.title,Ορίστε κάθε προϊόν στη δική του διεύθυνση παράδοσης,el_GR
page.checkout.address.manage_your_addresses,Διαχειριστείτε τις διευθύνσεις σας,el_GR
page.checkout.address.heading,1. Διεύθυνση διεύθυνσης,el_GR
page.checkout.address.edit,Επεξεργασία δεδομένων διεύθυνσης,el_GR
page.checkout.address.different_delivery_address,Χρησιμοποιήστε μια διαφορετική διεύθυνση παράδοσης,el_GR
page.checkout.address.different_billing_address,Χρησιμοποιήστε μια διαφορετική διεύθυνση χρέωσης,el_GR
page.checkout.address.delivery.address_select,Επιλέξτε μια διεύθυνση παράδοσης,el_GR
page.checkout.address.billing.address_select,Επιλέξτε μια διεύθυνση χρέωσης,el_GR
page.checkout.address.billing-same-as-shipping,Χτίζοντας το ίδιο με τη ναυτιλία,el_GR
page.checkout.address.billing-isnt-shipping-address,Διαφορετική διεύθυνση παράδοσης,el_GR
page.checkout.address.billing-address,διεύθυνση χρέωσης,el_GR
page.checkout.address.address_select.placeholder,Επιλέξτε μια διεύθυνση,el_GR
page.checkout.address.address_select.label,Επιλέξτε μια διεύθυνση παράδοσης,el_GR
page.checkout.address.address-example,Παράδειγμα: </BR> Wayne Manor 1 </BR> 10292 Gotham City </BR> Z.H. Alfred pennyworth,el_GR
packaging_unit_type.valentines_special.name,Ειδική του Αγίου Βαλεντίνου,el_GR
packaging_unit_type.ring_500.name,Δαχτυλίδι (500m),el_GR
packaging_unit_type.palette.name,Παλέτα,el_GR
packaging_unit_type.pack_mixed.name,Μικτά κουτιά βιδών,el_GR
packaging_unit_type.pack_500.name,Πακέτο 500,el_GR
packaging_unit_type.pack_20.name,Πακέτο 20,el_GR
packaging_unit_type.pack_100.name,Πακέτο 100,el_GR
packaging_unit_type.item.name,Είδος,el_GR
packaging_unit_type.giftbox.name,Συσκευασία δώρου,el_GR
packaging_unit_type.box.name,Κουτί,el_GR
order_invoice.invoice_template.table.uid,Uid:,el_GR
order_invoice.invoice_template.table.tax.name,ΔΕΞΑΜΕΝΗ,el_GR
order_invoice.invoice_template.table.tax.included,Αυτό περιλαμβάνει %tax_rate%% vat net,el_GR
order_invoice.invoice_template.table.tax,Φορολογικός συντελεστής,el_GR
order_invoice.invoice_template.table.subtotal,ΜΕΡΙΚΟ ΣΥΝΟΛΟ,el_GR
order_invoice.invoice_template.table.quantity,Στοιχείο Ποσότητα,el_GR
order_invoice.invoice_template.table.price,Τιμή,el_GR
order_invoice.invoice_template.table.payment_reference,Αναφορά πληρωμής,el_GR
order_invoice.invoice_template.table.order_reference,Ο αριθμός παραγγελίας:,el_GR
order_invoice.invoice_template.table.order_date,Ημερομηνία παραγγελίας:,el_GR
order_invoice.invoice_template.table.number,Θέση.,el_GR
order_invoice.invoice_template.table.net_price,Καθαρή τιμή,el_GR
order_invoice.invoice_template.table.name,Όνομα άρθρου,el_GR
order_invoice.invoice_template.table.invoice_date,Ημερομηνία παραγωγής τιμολογίου:,el_GR
order_invoice.invoice_template.table.gross_price,Ακαθάριστη τιμή,el_GR
order_invoice.invoice_template.table.grant_total,Το μεγάλο σύνολο:,el_GR
order_invoice.invoice_template.table.grandtotal,σύνολο,el_GR
order_invoice.invoice_template.table.discount,Εκπτωση,el_GR
order_invoice.invoice_template.table.cashback_customer_number,Αριθμός πελάτη Cashback:,el_GR
order_invoice.invoice_template.table.bottom_text,Παραδίδουμε και εκτελούμε αποκλειστικά υπό τους Γενικούς μας Όρους και Προϋποθέσεις Επιχειρήσεων με τις οποίες είστε εξοικειωμένοι.,el_GR
order_invoice.invoice_template.reference,Τιμολόγιο NR.,el_GR
order_invoice.invoice_template.merchant.name,Spryker Systems GmbH Βερολίνο,el_GR
order_invoice.invoice_template.merchant.address,Julie-Wolfthorn-Straße 1 + 10115 Βερολίνο,el_GR
order_invoice.invoice_template.introduction,Σας χρεώνουμε για τα ακόλουθα αγαθά:,el_GR
order_invoice.invoice_template.company.name,MWS MyWorld Solutions AG,el_GR
order_invoice.invoice_template.company.group,Unternehmensgruppe spryker systems gmbh,el_GR
order_invoice.invoice_template.company.address,Grazbachgasse 87-93 <br> A-8010 Graz <br> UID: atu67661657 <br> Handelsregister: fn389134g,el_GR
order_cancel_widget.order.cancelled,Η παραγγελία ακυρώθηκε με επιτυχία.,el_GR
order_cancel_widget.cancel_order,Ακύρωση παραγγελίας,el_GR
oms.state.waiting-for-tracking-number,Σε εξέλιξη,el_GR
oms.state.validating_refund,Επικύρωση της επιστροφής,el_GR
oms.state.turnover-creation-failed,Αποστέλλεται,el_GR
oms.state.turnover-created,Αποστέλλεται,el_GR
oms.state.turnover-cancelled,Ο κύκλος εργασιών ακυρώθηκε,el_GR
oms.state.turnover-cancellation-failed,Επιστροφή χρημάτων,el_GR
oms.state.reserved,Κατοχυρωμένα,el_GR
oms.state.refunded,Επιστρεπτέος,el_GR
oms.state.refund_pending_next_try,Εν αναμονή της επιστροφής της επόμενης δοκιμής,el_GR
oms.state.refund_pending,Επιστροφή χρημάτων,el_GR
oms.state.refund_failed,Η επιστροφή απέτυχε,el_GR
oms.state.refund-pending-next-try,Επιστροφή χρημάτων,el_GR
oms.state.refund-pending,Επιστροφή χρημάτων,el_GR
oms.state.refund-failed-clarification,Επιστροφή χρημάτων,el_GR
oms.state.ready_for_refund,Έτοιμη για επιστροφή χρημάτων,el_GR
oms.state.ready-for-turnover-creation,Αποστέλλεται,el_GR
oms.state.ready-for-turnover-cancellation,Επιστροφή χρημάτων,el_GR
oms.state.ready-for-refund,Επιστροφή χρημάτων,el_GR
oms.state.processing_refund,Επαναφορά επεξεργασίας,el_GR
oms.state.order-in-processing-email-sent,Σε εξέλιξη,el_GR
oms.state.order-confirmation-email-sent,Σε εξέλιξη,el_GR
oms.state.new,Νέος,el_GR
oms.state.myworld_payment_pending,Πληρωμή MyWorld που εκκρεμεί,el_GR
oms.state.my_world_refunded,Ο MyWorld επιστρέφεται,el_GR
oms.state.my_world_refund_failed,Η επιστροφή του MyWorld απέτυχε,el_GR
oms.state.my_world_refund_due_to_payment_failure,Myworld επιστροφή λόγω αποτυχίας πληρωμής,el_GR
oms.state.invoice-with-tracking-number-sent,Αποστέλλεται,el_GR
oms.state.invoice-generated,Τιμολόγιο που δημιουργήθηκε,el_GR
oms.state.invalid,Ακυρώθηκε,el_GR
oms.state.failed,Απέτυχε,el_GR
oms.state.closed,Κλειστό,el_GR
oms.state.capture-pending-next-try,Σε εξέλιξη,el_GR
oms.state.capture-pending,-,el_GR
oms.state.capture-failed-clarification,Σε εξέλιξη,el_GR
oms.state.capture pending,Σε εξέλιξη,el_GR
oms.state.cancelled,Ακυρώθηκε,el_GR
oms.state.cancellation-pending-next-try,Ακύρωση,el_GR
oms.state.cancellation-pending,Ακύρωση,el_GR
oms.state.calculating_refund,Υπολογισμός επιστροφής,el_GR
oms.state.authorization-pending-next-try,Σε εξέλιξη,el_GR
newsletter.unsubscription.success,Εσείς αποσυνδεθείτε με επιτυχία από το ενημερωτικό δελτίο,el_GR
newsletter.subscription.success,Έχετε εγγραφεί με επιτυχία στο ενημερωτικό δελτίο,el_GR
newsletter.subscription.email_format_invalid,Μη έγκυρη μορφή διεύθυνσης ηλεκτρονικού ταχυδρομείου,el_GR
newsletter.subscription.already_subscribed,Είστε ήδη εγγραφείτε στο ενημερωτικό δελτίο,el_GR
newsletter.subscribe,ΗΛΕΚΤΡΟΝΙΚΗ ΔΙΕΥΘΥΝΣΗ,el_GR
newsletter.form.subscribe,Εγγραφείτε,el_GR
navigation.menu.have-a-look,Αξίζει μια ματιά,el_GR
navigation.menu.categories,Κατηγορία,el_GR
multi_cart_widget.cart.view_all,Δείτε όλα τα καροτσάκια,el_GR
multi_cart_widget.cart.updated.success,Το καλάθι ενημερώθηκε με επιτυχία,el_GR
multi_cart_widget.cart.sub_total,ΜΕΡΙΚΟ ΣΥΝΟΛΟ,el_GR
multi_cart_widget.cart.status,Κατάσταση,el_GR
multi_cart_widget.cart.remove.confirm,Είστε βέβαιοι ότι θέλετε να αφαιρέσετε αυτό το καλάθι;,el_GR
multi_cart_widget.cart.list,Λίστα καλαθιού,el_GR
multi_cart_widget.cart.items,Αντικείμενα,el_GR
multi_cart_widget.cart.item,Είδος,el_GR
multi_cart_widget.cart.default,Ενεργός,el_GR
multi_cart_widget.cart.created.success,Καλάθι '%quotename%' δημιουργήθηκε με επιτυχία,el_GR
multi_cart_widget.cart.carts,Καροτσάκια,el_GR
multi_cart_widget.cart.cart_name,Όνομα καλαθιού,el_GR
multi_cart_widget.cart.cart,Καροτσάκι,el_GR
multi_cart_widget.cart.add,Δημιουργία νέου καλαθιού,el_GR
multi_cart_widget.cart.actions,Ενέργειες,el_GR
multi_cart_widget.cart.action.view,Δείτε λεπτομέρειες,el_GR
multi_cart_widget.cart.action.set_default,Ενεργός,el_GR
multi_cart_widget.cart.action.duplicate,Αντίγραφο,el_GR
multi_cart_widget.cart.action.delete,Διαγράψτε το καλάθι,el_GR
multi_cart_widget.cart.action.clear,Καθαρό καλάθι,el_GR
multi_cart_widget.cart.action.change_name,Αλλαξε όνομα,el_GR
multi_cart_page.cart_delete_confirmation.warning,Προειδοποίηση,el_GR
multi_cart_page.cart_delete_confirmation.trying_to_delete,Προσπαθείτε να διαγράψετε το καλάθι,el_GR
multi_cart_page.cart_delete_confirmation.shared_with,Κοινοποιείται με τους ακόλουθους χρήστες,el_GR
multi_cart_page.cart_delete_confirmation.from_all_of_them,Θα διαγραφεί από όλους τους,el_GR
multi_cart_page.cart_delete_confirmation.delete,Διαγράφω,el_GR
multi_cart_page.cart_delete_confirmation.cancel,Ματαίωση,el_GR
multi_cart_page.cart_delete_confirmation.breadcrumbs.shopping_carts,Καροτσάκια,el_GR
multi_cart_page.cart_clear.success,Το καλάθι διαγράφηκε με επιτυχία,el_GR
multi_cart.form.quote.name,Όνομα καλαθιού,el_GR
multi_cart.form.edit_cart_information,Επεξεργασία πληροφοριών καλαθιού,el_GR
multi_cart.form.edit_cart,Αλλαξε όνομα,el_GR
multi_cart.form.create_cart,Προσθέστε νέο καλάθι,el_GR
multi_cart.cart.set_default.success,Το καλάθι '%quote%' έχει ρυθμιστεί με επιτυχία στο ενεργό σας καλάθι.,el_GR
message.submit_link,Εντάξει!,el_GR
merchant_profile.terms_and_conditions,όροι και Προϋποθέσεις,el_GR
merchant_profile.privacy,Ιδιωτικότητα δεδομένων,el_GR
merchant_profile.phone,Τηλέφωνο,el_GR
merchant_profile.imprint,Αποτύπωμα,el_GR
merchant_profile.email,Διεύθυνση ηλεκτρονικού ταχυδρομείου,el_GR
merchant_profile.delivery_time,Ωρα παράδοσης,el_GR
merchant_profile.cancellation_policy,Πολιτική ακύρωσης,el_GR
merchant_profile.address,Διεύθυνση,el_GR
merchant_product_offer.view_seller,Θέα στον πωλητή,el_GR
merchant_product_offer.sold_by,Πουλήθηκε από,el_GR
measurement_units.standard.weight.ustn.name,ΗΠΑ Ton,el_GR
measurement_units.standard.weight.usou.name,ΗΠΑ ουγκιά,el_GR
measurement_units.standard.weight.ucwt.name,ΗΠΑ εκατοστά,el_GR
measurement_units.standard.weight.tone.name,Τόνος,el_GR
measurement_units.standard.weight.pund.name,Λίβρα,el_GR
measurement_units.standard.weight.oztr.name,Troy ουγκιά,el_GR
measurement_units.standard.weight.kilo.name,Κιλό,el_GR
measurement_units.standard.weight.huwg.name,Εκατόβαρο,el_GR
measurement_units.standard.weight.gram.name,Γραμμάριο,el_GR
measurement_units.standard.weight.gbtn.name,Gb ton,el_GR
measurement_units.standard.weight.gbou.name,Gb ουγκιά,el_GR
measurement_units.standard.usqa.name,Εμάς quart,el_GR
measurement_units.standard.uspi.name,Αμερικανική πίντα,el_GR
measurement_units.standard.usga.name,Αμερικανός γαλόνι,el_GR
measurement_units.standard.mili.name,Milli λίτρο,el_GR
measurement_units.standard.miba.name,Εκατομμύριο βαρέλι,el_GR
measurement_units.standard.litr.name,Λίτρο,el_GR
measurement_units.standard.length.yard.name,Αυλή,el_GR
measurement_units.standard.length.mmet.name,Χιλιοστόμετρο,el_GR
measurement_units.standard.length.mile.name,Μίλι,el_GR
measurement_units.standard.length.metr.name,Μετρητής,el_GR
measurement_units.standard.length.kmet.name,Χιλιόμετρο,el_GR
measurement_units.standard.length.inch.name,Ιντσα,el_GR
measurement_units.standard.length.foot.name,Πόδι,el_GR
measurement_units.standard.length.cmet.name,Εκατοστόμετρο,el_GR
measurement_units.standard.ggeu.name,Ισοδύναμο βενζίνης,el_GR
measurement_units.standard.gbqa.name,Gb quart,el_GR
measurement_units.standard.gbpi.name,Gb pint,el_GR
