category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.it_IT,name.fr_FR,name.el_GR,meta_title.it_IT,meta_title.fr_FR,meta_title.el_GR,meta_description.it_IT,meta_description.fr_FR,meta_description.el_GR,meta_keywords.it_IT,meta_keywords.fr_FR,meta_keywords.el_GR,category_image_name.it_IT,category_image_name.fr_FR,category_image_name.el_GR
SUB_12003_02,SUB_12003,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,1,1,1,1,0,1,,Catalog (default),,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,Mountain bikes,,,,,,
SUB_12003_03,SUB_12003,Citybikes,Citybikes,Citybikes,Citybikes,1,1,1,1,0,1,,Catalog (default),,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,Citybikes,,,,,,
SUB_12003_04,SUB_12003,Children bikes,Children bikes,Children bikes,Children bikes,1,1,1,1,0,1,,Catalog (default),,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,Children bikes,,,,,,
SUB_12003_05,SUB_12003,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,1,1,1,1,0,1,,Catalog (default),,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,Bicycle accessories,,,,,,
SUB_12004,MC_12001,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,1,1,1,1,0,1,,Catalog (default),,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,GPS & Wearables,,,,,,
SUB_12005,MC_12001,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,1,1,1,1,0,1,,Catalog (default),,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,Handicrafts & Crafts,,,,,,
SUB_12006,MC_12001,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,1,1,1,1,0,1,,Catalog (default),,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,Meditation & Esotericism,,,,,,
SUB_12007,MC_12001,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,1,1,1,1,0,1,,Catalog (default),,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,Musical Instruments & Accessories,,,,,,
SUB_12008,MC_12001,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,1,1,1,1,0,1,,Catalog (default),,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,Outdoor Equipment,,,,,,
SUB_12009,MC_12001,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,1,1,1,1,0,1,,Catalog (default),,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,Sports & outdoor clothing,,,,,,
SUB_12009_01,SUB_12009,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,1,1,1,1,0,1,,Catalog (default),,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,Sportswear Ladies,,,,,,
SUB_12009_02,SUB_12009,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,1,1,1,1,0,1,,Catalog (default),,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,Sportswear Men,,,,,,
SUB_12009_03,SUB_12009,Sportswear children,Sportswear children,Sportswear children,Sportswear children,1,1,1,1,0,1,,Catalog (default),,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,Sportswear children,,,,,,
SUB_12009_04,SUB_12009,Sports shoes,Sports shoes,Sports shoes,Sports shoes,1,1,1,1,0,1,,Catalog (default),,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,Sports shoes,,,,,,
SUB_12010,MC_12001,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,1,1,1,1,0,1,,Catalog (default),,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,Sports nutrition,,,,,,
SUB_13001,MC_13001,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,1,1,1,1,0,1,,Catalog (default),,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,Dog supplies & accessories,,,,,,
SUB_13001_01,SUB_13001,Dog food,Dog food,Dog food,Dog food,1,1,1,1,0,1,,Catalog (default),,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,Dog food,,,,,,
SUB_13001_02,SUB_13001,Dog toys,Dog toys,Dog toys,Dog toys,1,1,1,1,0,1,,Catalog (default),,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,Dog toys,,,,,,
SUB_13002,MC_13001,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,1,1,1,1,0,1,,Catalog (default),,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,Cat supplies & accessories,,,,,,
SUB_13002_01,SUB_13002,Cat food,Cat food,Cat food,Cat food,1,1,1,1,0,1,,Catalog (default),,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,Cat food,,,,,,
SUB_13002_02,SUB_13002,Cat toys,Cat toys,Cat toys,Cat toys,1,1,1,1,0,1,,Catalog (default),,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,Cat toys,,,,,,
SUB_13003,MC_13001,Aquaristics,Aquaristics,Aquaristics,Aquaristics,1,1,1,1,0,1,,Catalog (default),,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,Aquaristics,,,,,,
SUB_13004,MC_13001,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,1,1,1,1,0,1,,Catalog (default),,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,Rodent supplies & small animal supplies,,,,,,
SUB_13005,MC_13001,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,1,1,1,1,0,1,,Catalog (default),,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,Reptiles & Amphibians,,,,,,
SUB_13006,MC_13001,Birds,Birds,Birds,Birds,1,1,1,1,0,1,,Catalog (default),,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,Birds,,,,,,
SUB_13007,MC_13001,Horses,Horses,Horses,Horses,1,1,1,1,0,1,,Catalog (default),,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,Horses,,,,,,
SUB_13008,MC_13001,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,1,1,1,1,0,1,,Catalog (default),,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,Garden & Pond,,,,,,
SUB_14001,MC_14001,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,1,1,1,1,0,1,,Catalog (default),,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,Adventure vouchers,,,,,,
SUB_15001,MC_15001,Masks,Masks,Masks,Masks,1,1,1,1,0,1,1,Catalog (default),,Masks,Masks,Masks,Masks,Masks,Masks,Masks,Masks,Masks,,,,,,
SUB_15002,MC_15001,Gloves,Gloves,Gloves,Gloves,1,0,1,0,0,1,2,Catalog (default),,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,Gloves,,,,,,
SUB_15003,MC_15001,"Grocery, Oils & Spices","Grocery, Oils & Spices","Grocery, Oils & Spices","Grocery, Oils & Spices",1,1,1,1,0,1,3,Catalog (default),,"Grocery, Oils & Spices","Grocery, Oils & Spices","Grocery, Oils & Spices","Grocery, Oils & Spices","Grocery, Oils & Spices","Grocery, Oils & Spices","Grocery, Oils & Spices","Grocery, Oils & Spices","Grocery, Oils & Spices",,,,,,
SUB_15004,MC_15001,Fruits & Vegetables,Fruits & Vegetables,Fruits & Vegetables,Fruits & Vegetables,1,1,1,1,0,1,4,Catalog (default),,Fruits & Vegetables,Fruits & Vegetables,Fruits & Vegetables,Fruits & Vegetables,Fruits & Vegetables,Fruits & Vegetables,Fruits & Vegetables,Fruits & Vegetables,Fruits & Vegetables,,,,,,
SUB_15005,MC_15001,"Breads, Dairy & Eggs","Breads, Dairy & Eggs","Breads, Dairy & Eggs","Breads, Dairy & Eggs",1,1,1,1,0,1,5,Catalog (default),,"Breads, Dairy & Eggs","Breads, Dairy & Eggs","Breads, Dairy & Eggs","Breads, Dairy & Eggs","Breads, Dairy & Eggs","Breads, Dairy & Eggs","Breads, Dairy & Eggs","Breads, Dairy & Eggs","Breads, Dairy & Eggs",,,,,,
SUB_15006,MC_15001,Food Mart,Food Mart,Food Mart,Food Mart,1,1,1,1,0,1,6,Catalog (default),,Food Mart,Food Mart,Food Mart,Food Mart,Food Mart,Food Mart,Food Mart,Food Mart,Food Mart,,,,,,
SUB_15007,MC_15001,"Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery",1,1,1,1,0,1,7,Catalog (default),,"Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery",,,,,,
SUB_15008,MC_15001,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,1,1,1,1,0,1,8,Catalog (default),,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,,,,,,
SUB_15009,MC_15001,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,1,1,1,1,0,1,9,Catalog (default),,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,,,,,,
SUB_15010,MC_15001,Beverages,Beverages,Beverages,Beverages,1,1,1,1,0,1,10,Catalog (default),,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,,,,,,
SUB_15011,MC_15001,Baby Care,Baby Care,Baby Care,Baby Care,1,1,1,1,0,1,11,Catalog (default),,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,Baby Care,,,,,,
SUB_15012,MC_15001,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,1,1,1,1,0,1,12,Catalog (default),,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,,,,,,
SUB_15013,MC_15001,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,1,1,1,1,0,1,13,Catalog (default),,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,,,,,,
SUB_15014,MC_15001,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,1,1,1,1,0,1,14,Catalog (default),,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,,,,,,
SUB_20001,MC_20001,Baby food & accessories,Baby food & accessories,Baby food & accessories,Baby food & accessories,1,1,1,1,0,1,,Catalog (default),,Baby food & accessories,Baby food & accessories,Baby food & accessories,Baby food & accessories,Baby food & accessories,Baby food & accessories,Baby food & accessories,Baby food & accessories,Baby food & accessories,,,,,,
SUB_20002,MC_20001,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,1,1,1,1,0,1,,Catalog (default),,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,,,,,,
SUB_20003,MC_20001,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,1,1,1,1,0,1,,Catalog (default),,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,,,,,,
SUB_20004,MC_20001,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,1,1,1,1,0,1,,Catalog (default),,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,,,,,,
SUB_20005,MC_20001,Child Seats,Child Seats,Child Seats,Child Seats,1,1,1,1,0,1,,Catalog (default),,Child Seats,Child Seats,Child Seats,Child Seats,Child Seats,Child Seats,Child Seats,Child Seats,Child Seats,,,,,,
SUB_20006,MC_20001,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,1,1,1,1,0,1,,Catalog (default),,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,,,,,,
SUB_20007,MC_20001,Nursery,Nursery,Nursery,Nursery,1,1,1,1,0,1,,Catalog (default),,Nursery,Nursery,Nursery,Nursery,Nursery,Nursery,Nursery,Nursery,Nursery,,,,,,
SUB_20008,MC_20001,Toys,Toys,Toys,Toys,1,1,1,1,0,1,918,Catalog (default),,Toys,Toys,Toys,Toys,Toys,Toys,Toys,Toys,Toys,,,,,,
SUB_20008_01,SUB_20008,Learning toys,Learning toys,Learning toys,Learning toys,1,1,1,1,0,1,,Catalog (default),,Learning toys,Learning toys,Learning toys,Learning toys,Learning toys,Learning toys,Learning toys,Learning toys,Learning toys,,,,,,
SUB_20008_02,SUB_20008,Outdoor toys,Outdoor toys,Outdoor toys,Outdoor toys,1,1,1,1,0,1,,Catalog (default),,Outdoor toys,Outdoor toys,Outdoor toys,Outdoor toys,Outdoor toys,Outdoor toys,Outdoor toys,Outdoor toys,Outdoor toys,,,,,,
SUB_20008_03,SUB_20008,Wooden toys,Wooden toys,Wooden toys,Wooden toys,1,1,1,1,0,1,,Catalog (default),,Wooden toys,Wooden toys,Wooden toys,Wooden toys,Wooden toys,Wooden toys,Wooden toys,Wooden toys,Wooden toys,,,,,,
SUB_20008_04,SUB_20008,Board games,Board games,Board games,Board games,1,1,1,1,0,1,,Catalog (default),,Board games,Board games,Board games,Board games,Board games,Board games,Board games,Board games,Board games,,,,,,
SUB_20008_05,SUB_20008,Electric toys,Electric toys,Electric toys,Electric toys,1,1,1,1,0,1,,Catalog (default),,Electric toys,Electric toys,Electric toys,Electric toys,Electric toys,Electric toys,Electric toys,Electric toys,Electric toys,,,,,,
SUB_20008_06,SUB_20008,Children´s vehicles,Children´s vehicles,Children´s vehicles,Children´s vehicles,1,1,1,1,0,1,,Catalog (default),,Children´s vehicles,Children´s vehicles,Children´s vehicles,Children´s vehicles,Children´s vehicles,Children´s vehicles,Children´s vehicles,Children´s vehicles,Children´s vehicles,,,,,,
SUB_20008_07,SUB_20008,Game & action figures,Game & action figures,Game & action figures,Game & action figures,1,1,1,1,0,1,,Catalog (default),,Game & action figures,Game & action figures,Game & action figures,Game & action figures,Game & action figures,Game & action figures,Game & action figures,Game & action figures,Game & action figures,,,,,,
SUB_20008_08,SUB_20008,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,1,1,1,1,0,1,,Catalog (default),,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,,,,,,
SUB_20008_09,SUB_20008,Racetrack,Racetrack,Racetrack,Racetrack,1,1,1,1,0,1,,Catalog (default),,Racetrack,Racetrack,Racetrack,Racetrack,Racetrack,Racetrack,Racetrack,Racetrack,Racetrack,,,,,,
SUB_20008_10,SUB_20008,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,1,1,1,1,0,1,,Catalog (default),,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,,,,,,
SUB_20008_11,SUB_20008,Stuffed animals,Stuffed animals,Stuffed animals,Stuffed animals,1,1,1,1,0,1,,Catalog (default),,Stuffed animals,Stuffed animals,Stuffed animals,Stuffed animals,Stuffed animals,Stuffed animals,Stuffed animals,Stuffed animals,Stuffed animals,,,,,,
SUB_20008_12,SUB_20008,Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),1,1,1,1,0,1,,Catalog (default),,Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),,,,,,
SUB_30001,MC_30001,Household Items,Household Items,Household Items,Household Items,1,1,1,1,0,1,,Catalog (default),,Household Items,Household Items,Household Items,Household Items,Household Items,Household Items,Household Items,Household Items,Household Items,,,,,,
SUB_30002,MC_30001,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,1,1,1,1,0,1,,Catalog (default),,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,,,,,,
SUB_30003,MC_30001,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,1,1,1,1,0,1,,Catalog (default),,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,,,,,,
SUB_30003_01,SUB_30003,Womens fragrances,Womens fragrances,Womens fragrances,Womens fragrances,1,1,1,1,0,1,,Catalog (default),,Womens fragrances,Womens fragrances,Womens fragrances,Womens fragrances,Womens fragrances,Womens fragrances,Womens fragrances,Womens fragrances,Womens fragrances,,,,,,
SUB_30003_02,SUB_30003,Mens fragrances,Mens fragrances,Mens fragrances,Mens fragrances,1,1,1,1,0,1,,Catalog (default),,Mens fragrances,Mens fragrances,Mens fragrances,Mens fragrances,Mens fragrances,Mens fragrances,Mens fragrances,Mens fragrances,Mens fragrances,,,,,,
SUB_30004,MC_30001,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,1,1,1,1,0,1,,Catalog (default),,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,,,,,,
SUB_30004_01,SUB_30004,Shower & bath products,Shower & bath products,Shower & bath products,Shower & bath products,1,1,1,1,0,1,,Catalog (default),,Shower & bath products,Shower & bath products,Shower & bath products,Shower & bath products,Shower & bath products,Shower & bath products,Shower & bath products,Shower & bath products,Shower & bath products,,,,,,
SUB_30004_02,SUB_30004,Deodorants,Deodorants,Deodorants,Deodorants,1,1,1,1,0,1,,Catalog (default),,Deodorants,Deodorants,Deodorants,Deodorants,Deodorants,Deodorants,Deodorants,Deodorants,Deodorants,,,,,,
SUB_30004_03,SUB_30004,Sun Care,Sun Care,Sun Care,Sun Care,1,1,1,1,0,1,,Catalog (default),,Sun Care,Sun Care,Sun Care,Sun Care,Sun Care,Sun Care,Sun Care,Sun Care,Sun Care,,,,,,
SUB_30004_04,SUB_30004,Dental Care,Dental Care,Dental Care,Dental Care,1,1,1,1,0,1,,Catalog (default),,Dental Care,Dental Care,Dental Care,Dental Care,Dental Care,Dental Care,Dental Care,Dental Care,Dental Care,,,,,,
SUB_30005,MC_30001,Love & Contraception,Love & Contraception,Love & Contraception,Love & Contraception,1,1,1,1,0,1,,Catalog (default),,Love & Contraception,Love & Contraception,Love & Contraception,Love & Contraception,Love & Contraception,Love & Contraception,Love & Contraception,Love & Contraception,Love & Contraception,,,,,,
SUB_30006,MC_30001,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,1,1,1,1,0,1,,Catalog (default),,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,,,,,,
SUB_30007,MC_30001,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,1,1,1,1,0,1,,Catalog (default),,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,,,,,,
SUB_40001,MC_40001,Books,Books,Books,Books,1,1,1,1,0,1,1,Catalog (default),,Books,Books,Books,Books,Books,Books,Books,Books,Books,,,,,,
SUB_40002,MC_40001,Audio Books,Audio Books,Audio Books,Audio Books,1,1,1,1,0,1,2,Catalog (default),,Audio Books,Audio Books,Audio Books,Audio Books,Audio Books,Audio Books,Audio Books,Audio Books,Audio Books,,,,,,
SUB_40003,MC_40001,Calendar,Calendar,Calendar,Calendar,1,1,1,1,0,1,3,Catalog (default),,Calendar,Calendar,Calendar,Calendar,Calendar,Calendar,Calendar,Calendar,Calendar,,,,,,
SUB_40004,MC_40001,Movies,Movies,Movies,Movies,1,1,1,1,0,1,4,Catalog (default),,Movies,Movies,Movies,Movies,Movies,Movies,Movies,Movies,Movies,,,,,,
SUB_40005,MC_40001,TV Series,TV Series,TV Series,TV Series,1,1,1,1,0,1,5,Catalog (default),,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,,,,,,
SUB_40006,MC_40001,Music,Music,Music,Music,1,1,1,1,0,1,6,Catalog (default),,Music,Music,Music,Music,Music,Music,Music,Music,Music,,,,,,
SUB_50001,MC_50001,Office equipment,Office equipment,Office equipment,Office equipment,1,1,1,1,0,1,,Catalog (default),,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,,,,,,
SUB_50002,MC_50001,Office organization,Office organization,Office organization,Office organization,1,1,1,1,0,1,,Catalog (default),,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,,,,,,
SUB_50003,MC_50001,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,1,1,1,1,0,1,,Catalog (default),,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,,,,,,
SUB_50004,MC_50001,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,1,1,1,1,0,1,911,Catalog (default),,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,,,,,,
SUB_50005,MC_50001,Paper goods,Paper goods,Paper goods,Paper goods,1,1,1,1,0,1,,Catalog (default),,Paper goods,Paper goods,Paper goods,Paper goods,Paper goods,Paper goods,Paper goods,Paper goods,Paper goods,,,,,,
SUB_50006,MC_50001,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,1,1,1,1,0,1,,Catalog (default),,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,,,,,,
SUB_50007,MC_50001,"Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue",1,1,1,1,0,1,,Catalog (default),,"Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue",,,,,,
SUB_50008,MC_50001,Stationery,Stationery,Stationery,Stationery,1,1,1,1,0,1,,Catalog (default),,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,,,,,,
SUB_50009,MC_50001,School supplies,School supplies,School supplies,School supplies,1,1,1,1,0,1,,Catalog (default),,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,,,,,,
