category_key,parent_category_key,name.en_US,name.en_GB,name.en_IE,name.fr_BE,name.nl_BE,name.nl_NL,meta_title.en_US,meta_title.en_GB,meta_title.en_IE,meta_title.fr_BE,meta_title.nl_BE,meta_title.nl_NL,meta_description.en_US,meta_description.en_GB,meta_description.en_IE,meta_description.fr_BE,meta_description.nl_BE,meta_description.nl_NL,meta_keywords.en_US,meta_keywords.en_GB,meta_keywords.en_IE,meta_keywords.fr_BE,meta_keywords.nl_BE,meta_keywords.nl_NL,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,category_image_name.en_GB,category_image_name.en_IE,category_image_name.fr_BE,category_image_name.nl_BE,category_image_name.nl_NL
SUB_40005,MC_40001,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,TV Series,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_40006,MC_40001,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,Music,1,1,1,1,0,1,,Catalog (default),,,,,,
MC_50001,shop,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,Office Supplies & Stationery,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_50001,MC_50001,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,Office equipment,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_50002,MC_50001,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,Office organization,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_50003,MC_50001,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_50004,MC_50001,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_50005,MC_50001,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_50006,MC_50001,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_50007,MC_50001,"Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue",1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_50008,MC_50001,Schreibwaren,Schreibwaren,Schreibwaren,Schreibwaren,Schreibwaren,Schreibwaren,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,Stationery,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_50009,MC_50001,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,School supplies,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_50010,MC_50001,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_50011,MC_50001,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,1,1,1,1,0,1,,Catalog (default),,,,,,
MC_60001,shop,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,Electronics,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60001,MC_60001,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60002,MC_60001,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,Computer,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60002_01,SUB_60002,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,Notebook,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60002_02,SUB_60002,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,Tablet,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60002_03,SUB_60002,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,Monitors,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60002_04,SUB_60002,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60002_05,SUB_60002,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60003,MC_60001,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60004,MC_60001,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60005,MC_60001,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60006,MC_60001,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60006_01,SUB_60006,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60006_02,SUB_60006,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60006_03,SUB_60006,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60006_04,SUB_60006,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60007,MC_60001,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,Household Electronics,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60007_01,SUB_60007,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60007_02,SUB_60007,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60007_03,SUB_60007,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60007_04,SUB_60007,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,Making Coffee,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60008,MC_60001,"HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio",1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60008_01,SUB_60008,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60008_02,SUB_60008,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60008_03,SUB_60008,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,Car Hifi,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60008_04,SUB_60008,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,Audio accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60009,MC_60001,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60009_01,SUB_60009,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,Smartphones,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60009_02,SUB_60009,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60009_03,SUB_60009,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,Navigation,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60009_04,SUB_60009,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60010,MC_60001,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60011,MC_60001,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60014,MC_60001,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60014_01,SUB_60014,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60014_02,SUB_60014,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_60014_03,SUB_60014,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,Hair care,1,1,1,1,0,1,,Catalog (default),,,,,,
MC_70001,shop,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,Food & Drink,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_70001,MC_70001,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,Beverages,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_70001_01,SUB_70001,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,Alcohol,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_70001_02,SUB_70001,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_70002,MC_70001,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,Food,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_70003,MC_70001,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,1,1,1,1,0,1,,Catalog (default),,,,,,
SUB_70003_01,SUB_70003,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,Sweet,1,0,1,0,0,1,,Catalog (default),,,,,,
SUB_70003_02,SUB_70003,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,Salty,1,0,1,0,0,1,,Catalog (default),,,,,,
SUB_70003_03,SUB_70003,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,Sour,1,0,1,0,0,1,,Catalog (default),,,,,,
MC_80001,shop,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,Home & Garden,1,1,1,1,0,1,,Catalog (default),,,,,,
