category_key,parent_category_key,name.de_DE,name.en_US,meta_title.de_DE,meta_title.en_US,meta_description.de_DE,meta_description.en_US,meta_keywords.de_DE,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,category_image_name.de_DE
thread_cutting,drilling_and_screwing,"Thread Cutting","Thread Cutting","Thread Cutting","Thread Cutting","Thread Cutting","Thread Cutting","Thread Cutting","Thread Cutting",1,1,1,1,0,1,90,"Catalog (default)",,
wrenches,drilling_and_screwing,Wrenches,Wrenches,Wrenches,Wrenches,Wrenches,Wrenches,Wrenches,Wrenches,1,1,1,1,0,1,90,"Catalog (default)",,
gauges_and_measuring_devices,do_it_yourself_tools,"Gauges & Measuring Devices","Gauges & Measuring Devices","Gauges & Measuring Devices","Gauges & Measuring Devices","Gauges & Measuring Devices","Gauges & Measuring Devices","Gauges & Measuring Devices","Gauges & Measuring Devices",1,1,1,1,0,1,90,"Catalog (default)",,
electrical_gauges,gauges_and_measuring_devices,"Electrical Gauges","Electrical Gauges","Electrical Gauges","Electrical Gauges","Electrical Gauges","Electrical Gauges","Electrical Gauges","Electrical Gauges",1,1,1,1,0,1,90,"Catalog (default)",,
installation_aids,gauges_and_measuring_devices,"Installation Aids","Installation Aids","Installation Aids","Installation Aids","Installation Aids","Installation Aids","Installation Aids","Installation Aids",1,1,1,1,0,1,90,"Catalog (default)",,
laser_measuring_tools,installation_aids,"Laser Measuring Tools","Laser Measuring Tools","Laser Measuring Tools","Laser Measuring Tools","Laser Measuring Tools","Laser Measuring Tools","Laser Measuring Tools","Laser Measuring Tools",1,1,1,1,0,1,90,"Catalog (default)",,
levels,installation_aids,Levels,Levels,Levels,Levels,Levels,Levels,Levels,Levels,1,1,1,1,0,1,90,"Catalog (default)",,
marking_tools,installation_aids,"Marking Tools","Marking Tools","Marking Tools","Marking Tools","Marking Tools","Marking Tools","Marking Tools","Marking Tools",1,1,1,1,0,1,90,"Catalog (default)",,
other_installation_aids,installation_aids,"Other Installation Aids","Other Installation Aids","Other Installation Aids","Other Installation Aids","Other Installation Aids","Other Installation Aids","Other Installation Aids","Other Installation Aids",1,1,1,1,0,1,90,"Catalog (default)",,
rotational_angle_measuring_tools,installation_aids,"Rotational Angle Measuring Tools","Rotational Angle Measuring Tools","Rotational Angle Measuring Tools","Rotational Angle Measuring Tools","Rotational Angle Measuring Tools","Rotational Angle Measuring Tools","Rotational Angle Measuring Tools","Rotational Angle Measuring Tools",1,1,1,1,0,1,90,"Catalog (default)",,
length_measuring_and_protractors,gauges_and_measuring_devices,"Length Measuring & Protractors","Length Measuring & Protractors","Length Measuring & Protractors","Length Measuring & Protractors","Length Measuring & Protractors","Length Measuring & Protractors","Length Measuring & Protractors","Length Measuring & Protractors",1,1,1,1,0,1,90,"Catalog (default)",,
calipers,length_measuring_and_protractors,Calipers,Calipers,Calipers,Calipers,Calipers,Calipers,Calipers,Calipers,1,1,1,1,0,1,90,"Catalog (default)",,
protractors,length_measuring_and_protractors,Protractors,Protractors,Protractors,Protractors,Protractors,Protractors,Protractors,Protractors,1,1,1,1,0,1,90,"Catalog (default)",,
tape_measures_and_folding_rulers,length_measuring_and_protractors,"Tape Measures & Folding Rulers","Tape Measures & Folding Rulers","Tape Measures & Folding Rulers","Tape Measures & Folding Rulers","Tape Measures & Folding Rulers","Tape Measures & Folding Rulers","Tape Measures & Folding Rulers","Tape Measures & Folding Rulers",1,1,1,1,0,1,90,"Catalog (default)",,
other_gauges_and_meters,gauges_and_measuring_devices,"Other Gauges & Meters","Other Gauges & Meters","Other Gauges & Meters","Other Gauges & Meters","Other Gauges & Meters","Other Gauges & Meters","Other Gauges & Meters","Other Gauges & Meters",1,1,1,1,0,1,90,"Catalog (default)",,
photometers_and_sound_level_measuring_tools,gauges_and_measuring_devices,"Photometers & Sound Level Measuring Tools","Photometers & Sound Level Measuring Tools","Photometers & Sound Level Measuring Tools","Photometers & Sound Level Measuring Tools","Photometers & Sound Level Measuring Tools","Photometers & Sound Level Measuring Tools","Photometers & Sound Level Measuring Tools","Photometers & Sound Level Measuring Tools",1,1,1,1,0,1,90,"Catalog (default)",,
hammers_and_chisels,do_it_yourself_tools,"Hammers & Chisels","Hammers & Chisels","Hammers & Chisels","Hammers & Chisels","Hammers & Chisels","Hammers & Chisels","Hammers & Chisels","Hammers & Chisels",1,1,1,1,0,1,90,"Catalog (default)",,
machining,do_it_yourself_tools,Machining,Machining,Machining,Machining,Machining,Machining,Machining,Machining,1,1,1,1,0,1,90,"Catalog (default)",,
files_and_rasps,machining,"Files & Rasps","Files & Rasps","Files & Rasps","Files & Rasps","Files & Rasps","Files & Rasps","Files & Rasps","Files & Rasps",1,1,1,1,0,1,90,"Catalog (default)",,
planes,machining,Planes,Planes,Planes,Planes,Planes,Planes,Planes,Planes,1,1,1,1,0,1,90,"Catalog (default)",,
routers,machining,Routers,Routers,Routers,Routers,Routers,Routers,Routers,Routers,1,1,1,1,0,1,90,"Catalog (default)",,
sanding,machining,Sanding,Sanding,Sanding,Sanding,Sanding,Sanding,Sanding,Sanding,1,1,1,1,0,1,90,"Catalog (default)",,
turning_and_lathes,machining,"Turning & Lathes","Turning & Lathes","Turning & Lathes","Turning & Lathes","Turning & Lathes","Turning & Lathes","Turning & Lathes","Turning & Lathes",1,1,1,1,0,1,90,"Catalog (default)",,
other_tools,do_it_yourself_tools,"Other Tools","Other Tools","Other Tools","Other Tools","Other Tools","Other Tools","Other Tools","Other Tools",1,1,1,1,0,1,90,"Catalog (default)",,
blowtorch,other_tools,Blowtorch,Blowtorch,Blowtorch,Blowtorch,Blowtorch,Blowtorch,Blowtorch,Blowtorch,1,1,1,1,0,1,90,"Catalog (default)",,
clamps_and_bench_vices,other_tools,"Clamps & Bench Vices","Clamps & Bench Vices","Clamps & Bench Vices","Clamps & Bench Vices","Clamps & Bench Vices","Clamps & Bench Vices","Clamps & Bench Vices","Clamps & Bench Vices",1,1,1,1,0,1,90,"Catalog (default)",,
hot_air_guns,other_tools,"Hot Air Guns","Hot Air Guns","Hot Air Guns","Hot Air Guns","Hot Air Guns","Hot Air Guns","Hot Air Guns","Hot Air Guns",1,1,1,1,0,1,90,"Catalog (default)",,
multifunction_tool_attachments,other_tools,"Multifunction Tool Attachments","Multifunction Tool Attachments","Multifunction Tool Attachments","Multifunction Tool Attachments","Multifunction Tool Attachments","Multifunction Tool Attachments","Multifunction Tool Attachments","Multifunction Tool Attachments",1,1,1,1,0,1,90,"Catalog (default)",,
pneumatic_tools,other_tools,"Pneumatic Tools","Pneumatic Tools","Pneumatic Tools","Pneumatic Tools","Pneumatic Tools","Pneumatic Tools","Pneumatic Tools","Pneumatic Tools",1,1,1,1,0,1,90,"Catalog (default)",,
punching_and_engraving_tools,other_tools,"Punching & Engraving Tools","Punching & Engraving Tools","Punching & Engraving Tools","Punching & Engraving Tools","Punching & Engraving Tools","Punching & Engraving Tools","Punching & Engraving Tools","Punching & Engraving Tools",1,1,1,1,0,1,90,"Catalog (default)",,
riveters,other_tools,Riveters,Riveters,Riveters,Riveters,Riveters,Riveters,Riveters,Riveters,1,1,1,1,0,1,90,"Catalog (default)",,
scrapers,other_tools,Scrapers,Scrapers,Scrapers,Scrapers,Scrapers,Scrapers,Scrapers,Scrapers,1,1,1,1,0,1,90,"Catalog (default)",,
soldering_and_welding_equipment,other_tools,"Soldering & Welding Equipment","Soldering & Welding Equipment","Soldering & Welding Equipment","Soldering & Welding Equipment","Soldering & Welding Equipment","Soldering & Welding Equipment","Soldering & Welding Equipment","Soldering & Welding Equipment",1,1,1,1,0,1,90,"Catalog (default)",,
staple_guns,other_tools,"Staple Guns","Staple Guns","Staple Guns","Staple Guns","Staple Guns","Staple Guns","Staple Guns","Staple Guns",1,1,1,1,0,1,90,"Catalog (default)",,
tool_sets,other_tools,"Tool Sets","Tool Sets","Tool Sets","Tool Sets","Tool Sets","Tool Sets","Tool Sets","Tool Sets",1,1,1,1,0,1,90,"Catalog (default)",,
wedges_and_pry_bars,other_tools,"Wedges & Pry Bars","Wedges & Pry Bars","Wedges & Pry Bars","Wedges & Pry Bars","Wedges & Pry Bars","Wedges & Pry Bars","Wedges & Pry Bars","Wedges & Pry Bars",1,1,1,1,0,1,90,"Catalog (default)",,
wire_brushes,other_tools,"Wire Brushes","Wire Brushes","Wire Brushes","Wire Brushes","Wire Brushes","Wire Brushes","Wire Brushes","Wire Brushes",1,1,1,1,0,1,90,"Catalog (default)",,
pliers,do_it_yourself_tools,Pliers,Pliers,Pliers,Pliers,Pliers,Pliers,Pliers,Pliers,1,1,1,1,0,1,90,"Catalog (default)",,
saws,do_it_yourself_tools,Saws,Saws,Saws,Saws,Saws,Saws,Saws,Saws,1,1,1,1,0,1,90,"Catalog (default)",,
subject_specific_tools,do_it_yourself_tools,"Subject-Specific Tools","Subject-Specific Tools","Subject-Specific Tools","Subject-Specific Tools","Subject-Specific Tools","Subject-Specific Tools","Subject-Specific Tools","Subject-Specific Tools",1,1,1,1,0,1,90,"Catalog (default)",,
electricians_tools,subject_specific_tools,"Electricians Tools","Electricians Tools","Electricians Tools","Electricians Tools","Electricians Tools","Electricians Tools","Electricians Tools","Electricians Tools",1,1,1,1,0,1,90,"Catalog (default)",,
mason_tools_and_machines,subject_specific_tools,"Mason Tools & Machines","Mason Tools & Machines","Mason Tools & Machines","Mason Tools & Machines","Mason Tools & Machines","Mason Tools & Machines","Mason Tools & Machines","Mason Tools & Machines",1,1,1,1,0,1,90,"Catalog (default)",,
painting_tools,subject_specific_tools,"Painting Tools","Painting Tools","Painting Tools","Painting Tools","Painting Tools","Painting Tools","Painting Tools","Painting Tools",1,1,1,1,0,1,90,"Catalog (default)",,
plumbing_tools,subject_specific_tools,"Plumbing Tools","Plumbing Tools","Plumbing Tools","Plumbing Tools","Plumbing Tools","Plumbing Tools","Plumbing Tools","Plumbing Tools",1,1,1,1,0,1,90,"Catalog (default)",,
tools_batteries_and_chargers,do_it_yourself_tools,"Tools Batteries & Chargers","Tools Batteries & Chargers","Tools Batteries & Chargers","Tools Batteries & Chargers","Tools Batteries & Chargers","Tools Batteries & Chargers","Tools Batteries & Chargers","Tools Batteries & Chargers",1,1,1,1,0,1,90,"Catalog (default)",,
floorings_and_tiles,do_it_yourself,"Floorings & Tiles","Floorings & Tiles","Floorings & Tiles","Floorings & Tiles","Floorings & Tiles","Floorings & Tiles","Floorings & Tiles","Floorings & Tiles",1,1,1,1,0,1,90,"Catalog (default)",,
home_electronics,do_it_yourself,"Home Electronics","Home Electronics","Home Electronics","Home Electronics","Home Electronics","Home Electronics","Home Electronics","Home Electronics",1,1,1,1,0,1,90,"Catalog (default)",,
distribution_box_components,home_electronics,"Distribution Box Components","Distribution Box Components","Distribution Box Components","Distribution Box Components","Distribution Box Components","Distribution Box Components","Distribution Box Components","Distribution Box Components",1,1,1,1,0,1,90,"Catalog (default)",,
safety_fuses,distribution_box_components,"Safety Fuses","Safety Fuses","Safety Fuses","Safety Fuses","Safety Fuses","Safety Fuses","Safety Fuses","Safety Fuses",1,1,1,1,0,1,90,"Catalog (default)",,
short_circuit_protection,distribution_box_components,"Short Circuit Protection","Short Circuit Protection","Short Circuit Protection","Short Circuit Protection","Short Circuit Protection","Short Circuit Protection","Short Circuit Protection","Short Circuit Protection",1,1,1,1,0,1,90,"Catalog (default)",,
surge_protection,distribution_box_components,"Surge Protection","Surge Protection","Surge Protection","Surge Protection","Surge Protection","Surge Protection","Surge Protection","Surge Protection",1,1,1,1,0,1,90,"Catalog (default)",,
switch_and_distribution_boxes,distribution_box_components,"Switch & Distribution Boxes","Switch & Distribution Boxes","Switch & Distribution Boxes","Switch & Distribution Boxes","Switch & Distribution Boxes","Switch & Distribution Boxes","Switch & Distribution Boxes","Switch & Distribution Boxes",1,1,1,1,0,1,90,"Catalog (default)",,
doorbells_and_intercoms,home_electronics,"Doorbells & Intercoms","Doorbells & Intercoms","Doorbells & Intercoms","Doorbells & Intercoms","Doorbells & Intercoms","Doorbells & Intercoms","Doorbells & Intercoms","Doorbells & Intercoms",1,1,1,1,0,1,90,"Catalog (default)",,
extension_cord_and_multi_plugs,home_electronics,"Extension Cord & Multi Plugs","Extension Cord & Multi Plugs","Extension Cord & Multi Plugs","Extension Cord & Multi Plugs","Extension Cord & Multi Plugs","Extension Cord & Multi Plugs","Extension Cord & Multi Plugs","Extension Cord & Multi Plugs",1,1,1,1,0,1,90,"Catalog (default)",,
home_automation,home_electronics,"Home Automation","Home Automation","Home Automation","Home Automation","Home Automation","Home Automation","Home Automation","Home Automation",1,1,1,1,0,1,90,"Catalog (default)",,
light_switches,home_electronics,"Light Switches","Light Switches","Light Switches","Light Switches","Light Switches","Light Switches","Light Switches","Light Switches",1,1,1,1,0,1,90,"Catalog (default)",,
outlet_boxes,home_electronics,"Outlet Boxes","Outlet Boxes","Outlet Boxes","Outlet Boxes","Outlet Boxes","Outlet Boxes","Outlet Boxes","Outlet Boxes",1,1,1,1,0,1,90,"Catalog (default)",,
socket_timers_and_sensors,home_electronics,"Socket Timers & Sensors","Socket Timers & Sensors","Socket Timers & Sensors","Socket Timers & Sensors","Socket Timers & Sensors","Socket Timers & Sensors","Socket Timers & Sensors","Socket Timers & Sensors",1,1,1,1,0,1,90,"Catalog (default)",,
telephone_and_internet_jacks,home_electronics,"Telephone & Internet Jacks","Telephone & Internet Jacks","Telephone & Internet Jacks","Telephone & Internet Jacks","Telephone & Internet Jacks","Telephone & Internet Jacks","Telephone & Internet Jacks","Telephone & Internet Jacks",1,1,1,1,0,1,90,"Catalog (default)",,
wiring,home_electronics,Wiring,Wiring,Wiring,Wiring,Wiring,Wiring,Wiring,Wiring,1,1,1,1,0,1,90,"Catalog (default)",,
cable_connections_and_connectors,wiring,"Cable Connections & Connectors","Cable Connections & Connectors","Cable Connections & Connectors","Cable Connections & Connectors","Cable Connections & Connectors","Cable Connections & Connectors","Cable Connections & Connectors","Cable Connections & Connectors",1,1,1,1,0,1,90,"Catalog (default)",,
electrical_junction_boxes_and_mounts,wiring,"Electrical Junction Boxes & Mounts","Electrical Junction Boxes & Mounts","Electrical Junction Boxes & Mounts","Electrical Junction Boxes & Mounts","Electrical Junction Boxes & Mounts","Electrical Junction Boxes & Mounts","Electrical Junction Boxes & Mounts","Electrical Junction Boxes & Mounts",1,1,1,1,0,1,90,"Catalog (default)",,
wires,wiring,Wires,Wires,Wires,Wires,Wires,Wires,Wires,Wires,1,1,1,1,0,1,90,"Catalog (default)",,
wireways,wiring,Wireways,Wireways,Wireways,Wireways,Wireways,Wireways,Wireways,Wireways,1,1,1,1,0,1,90,"Catalog (default)",,
paints_and_wallpapers,do_it_yourself,"Paints & Wallpapers","Paints & Wallpapers","Paints & Wallpapers","Paints & Wallpapers","Paints & Wallpapers","Paints & Wallpapers","Paints & Wallpapers","Paints & Wallpapers",1,1,1,1,0,1,90,"Catalog (default)",,
facade_paints,paints_and_wallpapers,"Facade Paints","Facade Paints","Facade Paints","Facade Paints","Facade Paints","Facade Paints","Facade Paints","Facade Paints",1,1,1,1,0,1,90,"Catalog (default)",,
interior_and_wall_paints,paints_and_wallpapers,"Interior & Wall Paints","Interior & Wall Paints","Interior & Wall Paints","Interior & Wall Paints","Interior & Wall Paints","Interior & Wall Paints","Interior & Wall Paints","Interior & Wall Paints",1,1,1,1,0,1,90,"Catalog (default)",,
varnishes,paints_and_wallpapers,Varnishes,Varnishes,Varnishes,Varnishes,Varnishes,Varnishes,Varnishes,Varnishes,1,1,1,1,0,1,90,"Catalog (default)",,
wallpaper_pastes,paints_and_wallpapers,"Wallpaper Pastes","Wallpaper Pastes","Wallpaper Pastes","Wallpaper Pastes","Wallpaper Pastes","Wallpaper Pastes","Wallpaper Pastes","Wallpaper Pastes",1,1,1,1,0,1,90,"Catalog (default)",,
wallpapers,paints_and_wallpapers,Wallpapers,Wallpapers,Wallpapers,Wallpapers,Wallpapers,Wallpapers,Wallpapers,Wallpapers,1,1,1,1,0,1,90,"Catalog (default)",,
wood_paints,paints_and_wallpapers,"Wood Paints","Wood Paints","Wood Paints","Wood Paints","Wood Paints","Wood Paints","Wood Paints","Wood Paints",1,1,1,1,0,1,90,"Catalog (default)",,
sanitary,do_it_yourself,Sanitary,Sanitary,Sanitary,Sanitary,Sanitary,Sanitary,Sanitary,Sanitary,1,1,1,1,0,1,90,"Catalog (default)",,
bathroom_fixtures,sanitary,"Bathroom Fixtures","Bathroom Fixtures","Bathroom Fixtures","Bathroom Fixtures","Bathroom Fixtures","Bathroom Fixtures","Bathroom Fixtures","Bathroom Fixtures",1,1,1,1,0,1,90,"Catalog (default)",,
outflow_and_pipe_cleaning,sanitary,"Outflow & Pipe Cleaning","Outflow & Pipe Cleaning","Outflow & Pipe Cleaning","Outflow & Pipe Cleaning","Outflow & Pipe Cleaning","Outflow & Pipe Cleaning","Outflow & Pipe Cleaning","Outflow & Pipe Cleaning",1,1,1,1,0,1,90,"Catalog (default)",,
outflows,sanitary,Outflows,Outflows,Outflows,Outflows,Outflows,Outflows,Outflows,Outflows,1,1,1,1,0,1,90,"Catalog (default)",,
plumbing,sanitary,Plumbing,Plumbing,Plumbing,Plumbing,Plumbing,Plumbing,Plumbing,Plumbing,1,1,1,1,0,1,90,"Catalog (default)",,
pipe_sealing,plumbing,"Pipe Sealing","Pipe Sealing","Pipe Sealing","Pipe Sealing","Pipe Sealing","Pipe Sealing","Pipe Sealing","Pipe Sealing",1,1,1,1,0,1,90,"Catalog (default)",,
pipes_and_joints,plumbing,"Pipes & Joints","Pipes & Joints","Pipes & Joints","Pipes & Joints","Pipes & Joints","Pipes & Joints","Pipes & Joints","Pipes & Joints",1,1,1,1,0,1,90,"Catalog (default)",,
valves,plumbing,Valves,Valves,Valves,Valves,Valves,Valves,Valves,Valves,1,1,1,1,0,1,90,"Catalog (default)",,
restroom,sanitary,Restroom,Restroom,Restroom,Restroom,Restroom,Restroom,Restroom,Restroom,1,1,1,1,0,1,90,"Catalog (default)",,
bidets,restroom,Bidets,Bidets,Bidets,Bidets,Bidets,Bidets,Bidets,Bidets,1,1,1,1,0,1,90,"Catalog (default)",,
toilets,restroom,Toilets,Toilets,Toilets,Toilets,Toilets,Toilets,Toilets,Toilets,1,1,1,1,0,1,90,"Catalog (default)",,
urinals,restroom,Urinals,Urinals,Urinals,Urinals,Urinals,Urinals,Urinals,Urinals,1,1,1,1,0,1,90,"Catalog (default)",,
sauna,sanitary,Sauna,Sauna,Sauna,Sauna,Sauna,Sauna,Sauna,Sauna,1,1,1,1,0,1,90,"Catalog (default)",,
sauna_accessories,sauna,"Sauna Accessories","Sauna Accessories","Sauna Accessories","Sauna Accessories","Sauna Accessories","Sauna Accessories","Sauna Accessories","Sauna Accessories",1,1,1,1,0,1,90,"Catalog (default)",,
sauna_full_sets,sauna,"Sauna Full Sets","Sauna Full Sets","Sauna Full Sets","Sauna Full Sets","Sauna Full Sets","Sauna Full Sets","Sauna Full Sets","Sauna Full Sets",1,1,1,1,0,1,90,"Catalog (default)",,
sauna_heaters_and_accessories,sauna,"Sauna Heaters & Accessories","Sauna Heaters & Accessories","Sauna Heaters & Accessories","Sauna Heaters & Accessories","Sauna Heaters & Accessories","Sauna Heaters & Accessories","Sauna Heaters & Accessories","Sauna Heaters & Accessories",1,1,1,1,0,1,90,"Catalog (default)",,
sauna_rooms,sauna,"Sauna Rooms","Sauna Rooms","Sauna Rooms","Sauna Rooms","Sauna Rooms","Sauna Rooms","Sauna Rooms","Sauna Rooms",1,1,1,1,0,1,90,"Catalog (default)",,
showers,sanitary,Showers,Showers,Showers,Showers,Showers,Showers,Showers,Showers,1,1,1,1,0,1,90,"Catalog (default)",,
shower_accessories,showers,"Shower Accessories","Shower Accessories","Shower Accessories","Shower Accessories","Shower Accessories","Shower Accessories","Shower Accessories","Shower Accessories",1,1,1,1,0,1,90,"Catalog (default)",,
shower_heads_and_hoses,showers,"Shower Heads & Hoses","Shower Heads & Hoses","Shower Heads & Hoses","Shower Heads & Hoses","Shower Heads & Hoses","Shower Heads & Hoses","Shower Heads & Hoses","Shower Heads & Hoses",1,1,1,1,0,1,90,"Catalog (default)",,
shower_systems,showers,"Shower Systems","Shower Systems","Shower Systems","Shower Systems","Shower Systems","Shower Systems","Shower Systems","Shower Systems",1,1,1,1,0,1,90,"Catalog (default)",,
sinks,sanitary,Sinks,Sinks,Sinks,Sinks,Sinks,Sinks,Sinks,Sinks,1,1,1,1,0,1,90,"Catalog (default)",,
structural_building,do_it_yourself,"Structural Building","Structural Building","Structural Building","Structural Building","Structural Building","Structural Building","Structural Building","Structural Building",1,1,1,1,0,1,90,"Catalog (default)",,
building_and_construction_wood,structural_building,"Building & Construction Wood","Building & Construction Wood","Building & Construction Wood","Building & Construction Wood","Building & Construction Wood","Building & Construction Wood","Building & Construction Wood","Building & Construction Wood",1,1,1,1,0,1,90,"Catalog (default)",,
building_materials,structural_building,"Building Materials","Building Materials","Building Materials","Building Materials","Building Materials","Building Materials","Building Materials","Building Materials",1,1,1,1,0,1,90,"Catalog (default)",,
doors_and_gates,structural_building,"Doors & Gates","Doors & Gates","Doors & Gates","Doors & Gates","Doors & Gates","Doors & Gates","Doors & Gates","Doors & Gates",1,1,1,1,0,1,90,"Catalog (default)",,
structural_elements,structural_building,"Structural Elements","Structural Elements","Structural Elements","Structural Elements","Structural Elements","Structural Elements","Structural Elements","Structural Elements",1,1,1,1,0,1,90,"Catalog (default)",,
walls_and_wall_cladding,structural_building,"Walls & Wall Cladding","Walls & Wall Cladding","Walls & Wall Cladding","Walls & Wall Cladding","Walls & Wall Cladding","Walls & Wall Cladding","Walls & Wall Cladding","Walls & Wall Cladding",1,1,1,1,0,1,90,"Catalog (default)",,
windows,structural_building,Windows,Windows,Windows,Windows,Windows,Windows,Windows,Windows,1,1,1,1,0,1,90,"Catalog (default)",,
workshop,do_it_yourself,Workshop,Workshop,Workshop,Workshop,Workshop,Workshop,Workshop,Workshop,1,1,1,1,0,1,90,"Catalog (default)",,
protection_and_safety_for_the_workshop,workshop,"Protection & Safety for the Workshop","Protection & Safety for the Workshop","Protection & Safety for the Workshop","Protection & Safety for the Workshop","Protection & Safety for the Workshop","Protection & Safety for the Workshop","Protection & Safety for the Workshop","Protection & Safety for the Workshop",1,1,1,1,0,1,90,"Catalog (default)",,
eye_ear_and_breathing_protection,protection_and_safety_for_the_workshop,"Eye, Ear & Breathing Protection","Eye, Ear & Breathing Protection","Eye, Ear & Breathing Protection","Eye, Ear & Breathing Protection","Eye, Ear & Breathing Protection","Eye, Ear & Breathing Protection","Eye, Ear & Breathing Protection","Eye, Ear & Breathing Protection",1,1,1,1,0,1,90,"Catalog (default)",,
protective_clothing,protection_and_safety_for_the_workshop,"Protective Clothing","Protective Clothing","Protective Clothing","Protective Clothing","Protective Clothing","Protective Clothing","Protective Clothing","Protective Clothing",1,1,1,1,0,1,90,"Catalog (default)",,
tool_bags_and_belts,protection_and_safety_for_the_workshop,"Tool Bags & Belts","Tool Bags & Belts","Tool Bags & Belts","Tool Bags & Belts","Tool Bags & Belts","Tool Bags & Belts","Tool Bags & Belts","Tool Bags & Belts",1,1,1,1,0,1,90,"Catalog (default)",,
workshop_equipment,workshop,"Workshop Equipment","Workshop Equipment","Workshop Equipment","Workshop Equipment","Workshop Equipment","Workshop Equipment","Workshop Equipment","Workshop Equipment",1,1,1,1,0,1,90,"Catalog (default)",,
cabinets_and_hanging_systems,workshop_equipment,"Cabinets & Hanging Systems","Cabinets & Hanging Systems","Cabinets & Hanging Systems","Cabinets & Hanging Systems","Cabinets & Hanging Systems","Cabinets & Hanging Systems","Cabinets & Hanging Systems","Cabinets & Hanging Systems",1,1,1,1,0,1,90,"Catalog (default)",,
dust_collection,workshop_equipment,"Dust Collection","Dust Collection","Dust Collection","Dust Collection","Dust Collection","Dust Collection","Dust Collection","Dust Collection",1,1,1,1,0,1,90,"Catalog (default)",,
scaffolds_and_ladders,workshop_equipment,"Scaffolds & Ladders","Scaffolds & Ladders","Scaffolds & Ladders","Scaffolds & Ladders","Scaffolds & Ladders","Scaffolds & Ladders","Scaffolds & Ladders","Scaffolds & Ladders",1,1,1,1,0,1,90,"Catalog (default)",,
tool_cases_and_boxes,workshop_equipment,"Tool Cases & Boxes","Tool Cases & Boxes","Tool Cases & Boxes","Tool Cases & Boxes","Tool Cases & Boxes","Tool Cases & Boxes","Tool Cases & Boxes","Tool Cases & Boxes",1,1,1,1,0,1,90,"Catalog (default)",,
work_lights,workshop_equipment,"Work Lights","Work Lights","Work Lights","Work Lights","Work Lights","Work Lights","Work Lights","Work Lights",1,1,1,1,0,1,90,"Catalog (default)",,
work_tables_and_trestles,workshop_equipment,"Work Tables & Trestles","Work Tables & Trestles","Work Tables & Trestles","Work Tables & Trestles","Work Tables & Trestles","Work Tables & Trestles","Work Tables & Trestles","Work Tables & Trestles",1,1,1,1,0,1,90,"Catalog (default)",,
workbenches,workshop_equipment,Workbenches,Workbenches,Workbenches,Workbenches,Workbenches,Workbenches,Workbenches,Workbenches,1,1,1,1,0,1,90,"Catalog (default)",,
garden,diy_garden_and_pet_supplies,Garden,Garden,Garden,Garden,Garden,Garden,Garden,Garden,1,1,1,1,0,1,90,"Catalog (default)",,
garden_furnishing,garden,"Garden Furnishing","Garden Furnishing","Garden Furnishing","Garden Furnishing","Garden Furnishing","Garden Furnishing","Garden Furnishing","Garden Furnishing",1,1,1,1,0,1,90,"Catalog (default)",,
exterior_decorations,garden_furnishing,"Exterior Decorations","Exterior Decorations","Exterior Decorations","Exterior Decorations","Exterior Decorations","Exterior Decorations","Exterior Decorations","Exterior Decorations",1,1,1,1,0,1,90,"Catalog (default)",,
fences_and_enclosures,garden_furnishing,"Fences & Enclosures","Fences & Enclosures","Fences & Enclosures","Fences & Enclosures","Fences & Enclosures","Fences & Enclosures","Fences & Enclosures","Fences & Enclosures",1,1,1,1,0,1,90,"Catalog (default)",,
garden_furniture,garden_furnishing,"Garden Furniture","Garden Furniture","Garden Furniture","Garden Furniture","Garden Furniture","Garden Furniture","Garden Furniture","Garden Furniture",1,1,1,1,0,1,90,"Catalog (default)",,
garden_lighting,garden_furnishing,"Garden Lighting","Garden Lighting","Garden Lighting","Garden Lighting","Garden Lighting","Garden Lighting","Garden Lighting","Garden Lighting",1,1,1,1,0,1,90,"Catalog (default)",,
braziers,garden_lighting,Braziers,Braziers,Braziers,Braziers,Braziers,Braziers,Braziers,Braziers,1,1,1,1,0,1,90,"Catalog (default)",,
electric_lighting,garden_lighting,"Electric Lighting","Electric Lighting","Electric Lighting","Electric Lighting","Electric Lighting","Electric Lighting","Electric Lighting","Electric Lighting",1,1,1,1,0,1,90,"Catalog (default)",,
torches_and_candles,garden_lighting,"Torches & Candles","Torches & Candles","Torches & Candles","Torches & Candles","Torches & Candles","Torches & Candles","Torches & Candles","Torches & Candles",1,1,1,1,0,1,90,"Catalog (default)",,
garden_pillows_and_blakets,garden_furnishing,"Garden Pillows & Blakets","Garden Pillows & Blakets","Garden Pillows & Blakets","Garden Pillows & Blakets","Garden Pillows & Blakets","Garden Pillows & Blakets","Garden Pillows & Blakets","Garden Pillows & Blakets",1,1,1,1,0,1,90,"Catalog (default)",,
garden_pillows,garden_pillows_and_blakets,"Garden Pillows","Garden Pillows","Garden Pillows","Garden Pillows","Garden Pillows","Garden Pillows","Garden Pillows","Garden Pillows",1,1,1,1,0,1,90,"Catalog (default)",,
garden_tablecloths,garden_pillows_and_blakets,"Garden Tablecloths","Garden Tablecloths","Garden Tablecloths","Garden Tablecloths","Garden Tablecloths","Garden Tablecloths","Garden Tablecloths","Garden Tablecloths",1,1,1,1,0,1,90,"Catalog (default)",,
